Confined decaying MHD in a SPHERE, volume-penalised   CUDA twin
precision FP32   D3Q27 fluid + D3Q7 magnetic   operator CM
  N 128   R 51.20 (rfac 0.40)   Re 500   Pm 1.00   u0 0.0500
  nu 1.024000e-02   eta 1.024000e-02   magnetic wall: perfectly conducting (B.n = 0)
  eps 2.00 / 8.00   smooth 1.00   IC kmax 6  k0 4.0  seed 99
  one turnover 2R/u0 = 2048 steps; running 4096 (2.0 turnovers)

   step   t/Te      E_u        E_b      E_u/E_b   H_c    enstr     <j^2>    cos(J,B)  |<b>|    max|b|   dv/cl    Bn/B   B_sh   dmass
     288  0.141  3.868e-04  8.485e-04    0.456  0.0196 5.277e-05 1.714e-04   0.0291 1.93e-04 1.83e-01 1.73e-01  0.0231  0.828 -5.68e-09
     304  0.148  3.706e-04  8.179e-04    0.453  0.0209 5.128e-05 1.647e-04   0.0287 2.02e-04 1.85e-01 1.75e-01  0.0224  0.835 -5.56e-09
     320  0.156  3.549e-04  7.885e-04    0.450  0.0223 4.965e-05 1.578e-04   0.0284 2.11e-04 1.86e-01 1.77e-01  0.0217  0.841 -5.39e-09
     336  0.164  3.399e-04  7.603e-04    0.447  0.0235 4.794e-05 1.511e-04   0.0282 2.19e-04 1.86e-01 1.80e-01  0.0212  0.848 -5.31e-09
     352  0.172  3.257e-04  7.335e-04    0.444  0.0249 4.621e-05 1.445e-04   0.0281 2.27e-04 1.85e-01 1.82e-01  0.0206  0.854 -5.39e-09
     368  0.180  3.123e-04  7.081e-04    0.441  0.0265 4.448e-05 1.383e-04   0.0282 2.33e-04 1.82e-01 1.84e-01  0.0200  0.859 -5.14e-09
     384  0.188  2.994e-04  6.839e-04    0.438  0.0280 4.276e-05 1.324e-04   0.0284 2.40e-04 1.80e-01 1.87e-01  0.0195  0.864 -5.19e-09
     400  0.195  2.871e-04  6.609e-04    0.434  0.0293 4.107e-05 1.267e-04   0.0286 2.45e-04 1.78e-01 1.89e-01  0.0191  0.869 -5.30e-09
     416  0.203  2.754e-04  6.390e-04    0.431  0.0305 3.942e-05 1.213e-04   0.0289 2.51e-04 1.75e-01 1.91e-01  0.0187  0.873 -5.31e-09
     432  0.211  2.642e-04  6.181e-04    0.427  0.0315 3.783e-05 1.162e-04   0.0293 2.57e-04 1.69e-01 1.94e-01  0.0183  0.878 -5.30e-09
     448  0.219  2.537e-04  5.983e-04    0.424  0.0324 3.630e-05 1.114e-04   0.0298 2.63e-04 1.65e-01 1.96e-01  0.0179  0.882 -5.24e-09
     464  0.227  2.437e-04  5.794e-04    0.421  0.0333 3.483e-05 1.068e-04   0.0305 2.68e-04 1.62e-01 1.98e-01  0.0175  0.886 -4.98e-09
     480  0.234  2.342e-04  5.613e-04    0.417  0.0342 3.342e-05 1.025e-04   0.0311 2.74e-04 1.65e-01 2.00e-01  0.0172  0.890 -5.07e-09
     496  0.242  2.252e-04  5.441e-04    0.414  0.0351 3.209e-05 9.846e-05   0.0319 2.79e-04 1.68e-01 2.02e-01  0.0169  0.894 -4.96e-09
     512  0.250  2.167e-04  5.277e-04    0.411  0.0359 3.083e-05 9.461e-05   0.0326 2.84e-04 1.69e-01 2.04e-01  0.0166  0.897 -5.12e-09
     528  0.258  2.086e-04  5.120e-04    0.408  0.0366 2.964e-05 9.094e-05   0.0333 2.89e-04 1.70e-01 2.06e-01  0.0163  0.901 -4.98e-09
     544  0.266  2.010e-04  4.969e-04    0.405  0.0373 2.852e-05 8.742e-05   0.0339 2.94e-04 1.74e-01 2.08e-01  0.0160  0.905 -4.86e-09
     560  0.273  1.938e-04  4.823e-04    0.402  0.0380 2.745e-05 8.406e-05   0.0344 2.99e-04 1.77e-01 2.10e-01  0.0157  0.908 -4.82e-09
     576  0.281  1.871e-04  4.684e-04    0.399  0.0384 2.645e-05 8.082e-05   0.0347 3.04e-04 1.80e-01 2.12e-01  0.0154  0.912 -4.59e-09
     592  0.289  1.807e-04  4.549e-04    0.397  0.0389 2.549e-05 7.772e-05   0.0348 3.09e-04 1.82e-01 2.14e-01  0.0151  0.916 -4.56e-09
     608  0.297  1.746e-04  4.420e-04    0.395  0.0393 2.459e-05 7.475e-05   0.0347 3.14e-04 1.83e-01 2.16e-01  0.0148  0.919 -4.61e-09
     624  0.305  1.689e-04  4.296e-04    0.393  0.0397 2.373e-05 7.189e-05   0.0344 3.19e-04 1.83e-01 2.18e-01  0.0146  0.923 -4.57e-09
     640  0.312  1.634e-04  4.177e-04    0.391  0.0400 2.291e-05 6.914e-05   0.0339 3.23e-04 1.83e-01 2.20e-01  0.0143  0.926 -4.62e-09
     656  0.320  1.583e-04  4.062e-04    0.390  0.0404 2.213e-05 6.651e-05   0.0331 3.28e-04 1.82e-01 2.22e-01  0.0141  0.929 -4.98e-09
     672  0.328  1.534e-04  3.951e-04    0.388  0.0408 2.138e-05 6.398e-05   0.0322 3.33e-04 1.80e-01 2.24e-01  0.0140  0.933 -4.77e-09
     688  0.336  1.487e-04  3.845e-04    0.387  0.0412 2.066e-05 6.155e-05   0.0311 3.38e-04 1.77e-01 2.27e-01  0.0138  0.936 -4.81e-09
     704  0.344  1.443e-04  3.742e-04    0.385  0.0416 1.997e-05 5.922e-05   0.0298 3.43e-04 1.75e-01 2.29e-01  0.0137  0.940 -4.99e-09
     720  0.352  1.400e-04  3.643e-04    0.384  0.0421 1.930e-05 5.699e-05   0.0285 3.48e-04 1.71e-01 2.31e-01  0.0135  0.943 -4.94e-09
     736  0.359  1.359e-04  3.548e-04    0.383  0.0426 1.867e-05 5.486e-05   0.0270 3.52e-04 1.70e-01 2.33e-01  0.0134  0.946 -4.98e-09
     752  0.367  1.321e-04  3.457e-04    0.382  0.0431 1.806e-05 5.283e-05   0.0254 3.57e-04 1.68e-01 2.35e-01  0.0132  0.950 -5.03e-09
     768  0.375  1.283e-04  3.369e-04    0.381  0.0436 1.747e-05 5.089e-05   0.0237 3.62e-04 1.66e-01 2.38e-01  0.0131  0.953 -4.81e-09
     784  0.383  1.248e-04  3.285e-04    0.380  0.0441 1.690e-05 4.903e-05   0.0219 3.67e-04 1.64e-01 2.40e-01  0.0130  0.956 -4.71e-09
     800  0.391  1.213e-04  3.203e-04    0.379  0.0446 1.636e-05 4.726e-05   0.0201 3.72e-04 1.61e-01 2.42e-01  0.0129  0.959 -4.67e-09
     816  0.398  1.181e-04  3.124e-04    0.378  0.0450 1.584e-05 4.558e-05   0.0181 3.77e-04 1.58e-01 2.44e-01  0.0127  0.962 -4.51e-09
     832  0.406  1.149e-04  3.049e-04    0.377  0.0454 1.533e-05 4.396e-05   0.0161 3.82e-04 1.55e-01 2.46e-01  0.0126  0.965 -4.20e-09
     848  0.414  1.118e-04  2.975e-04    0.376  0.0458 1.485e-05 4.242e-05   0.0141 3.87e-04 1.52e-01 2.49e-01  0.0124  0.968 -4.36e-09
     864  0.422  1.089e-04  2.905e-04    0.375  0.0461 1.438e-05 4.095e-05   0.0120 3.92e-04 1.49e-01 2.51e-01  0.0123  0.971 -4.35e-09
     880  0.430  1.061e-04  2.837e-04    0.374  0.0465 1.393e-05 3.955e-05   0.0098 3.96e-04 1.46e-01 2.53e-01  0.0121  0.974 -4.33e-09
     896  0.438  1.034e-04  2.772e-04    0.373  0.0468 1.350e-05 3.820e-05   0.0076 4.01e-04 1.43e-01 2.55e-01  0.0120  0.977 -4.25e-09
     912  0.445  1.007e-04  2.708e-04    0.372  0.0471 1.309e-05 3.692e-05   0.0053 4.06e-04 1.40e-01 2.57e-01  0.0118  0.979 -4.42e-09
     928  0.453  9.817e-05  2.647e-04    0.371  0.0474 1.269e-05 3.570e-05   0.0030 4.11e-04 1.37e-01 2.59e-01  0.0117  0.982 -4.28e-09
     944  0.461  9.571e-05  2.589e-04    0.370  0.0476 1.230e-05 3.453e-05   0.0006 4.16e-04 1.37e-01 2.61e-01  0.0116  0.985 -4.11e-09
     960  0.469  9.332e-05  2.532e-04    0.369  0.0479 1.192e-05 3.341e-05  -0.0018 4.21e-04 1.36e-01 2.64e-01  0.0115  0.987 -4.06e-09
     976  0.477  9.101e-05  2.477e-04    0.367  0.0481 1.156e-05 3.233e-05  -0.0042 4.26e-04 1.36e-01 2.66e-01  0.0114  0.990 -3.78e-09
     992  0.484  8.877e-05  2.424e-04    0.366  0.0482 1.122e-05 3.131e-05  -0.0066 4.31e-04 1.35e-01 2.68e-01  0.0113  0.992 -3.62e-09
    1008  0.492  8.660e-05  2.372e-04    0.365  0.0484 1.088e-05 3.032e-05  -0.0090 4.36e-04 1.35e-01 2.70e-01  0.0112  0.995 -3.65e-09
    1024  0.500  8.450e-05  2.323e-04    0.364  0.0486 1.056e-05 2.938e-05  -0.0114 4.41e-04 1.34e-01 2.72e-01  0.0111  0.997 -3.67e-09
    1040  0.508  8.245e-05  2.275e-04    0.363  0.0487 1.024e-05 2.848e-05  -0.0139 4.46e-04 1.32e-01 2.74e-01  0.0109  1.000 -3.68e-09
    1056  0.516  8.047e-05  2.228e-04    0.361  0.0487 9.940e-06 2.761e-05  -0.0163 4.51e-04 1.31e-01 2.76e-01  0.0108  1.002 -3.62e-09
    1072  0.523  7.855e-05  2.183e-04    0.360  0.0488 9.647e-06 2.678e-05  -0.0187 4.56e-04 1.31e-01 2.77e-01  0.0107  1.004 -3.74e-09
    1088  0.531  7.668e-05  2.139e-04    0.358  0.0488 9.364e-06 2.599e-05  -0.0211 4.61e-04 1.30e-01 2.79e-01  0.0106  1.006 -3.68e-09
    1104  0.539  7.487e-05  2.097e-04    0.357  0.0489 9.090e-06 2.522e-05  -0.0234 4.66e-04 1.29e-01 2.81e-01  0.0105  1.008 -3.72e-09
    1120  0.547  7.311e-05  2.056e-04    0.356  0.0488 8.825e-06 2.448e-05  -0.0258 4.71e-04 1.28e-01 2.83e-01  0.0104  1.010 -3.46e-09
    1136  0.555  7.140e-05  2.016e-04    0.354  0.0488 8.569e-06 2.378e-05  -0.0281 4.76e-04 1.27e-01 2.85e-01  0.0104  1.012 -3.57e-09
    1152  0.562  6.973e-05  1.978e-04    0.353  0.0486 8.321e-06 2.310e-05  -0.0304 4.81e-04 1.25e-01 2.87e-01  0.0103  1.014 -3.67e-09
    1168  0.570  6.812e-05  1.940e-04    0.351  0.0485 8.082e-06 2.244e-05  -0.0327 4.86e-04 1.24e-01 2.89e-01  0.0102  1.016 -3.48e-09
    1184  0.578  6.655e-05  1.904e-04    0.350  0.0483 7.850e-06 2.181e-05  -0.0349 4.91e-04 1.22e-01 2.91e-01  0.0101  1.018 -3.69e-09
    1200  0.586  6.502e-05  1.869e-04    0.348  0.0480 7.627e-06 2.120e-05  -0.0372 4.96e-04 1.21e-01 2.92e-01  0.0100  1.020 -3.64e-09
    1216  0.594  6.354e-05  1.835e-04    0.346  0.0478 7.410e-06 2.062e-05  -0.0393 5.01e-04 1.20e-01 2.94e-01  0.0099  1.022 -3.74e-09
    1232  0.602  6.210e-05  1.801e-04    0.345  0.0474 7.201e-06 2.006e-05  -0.0415 5.06e-04 1.19e-01 2.96e-01  0.0098  1.024 -3.85e-09
    1248  0.609  6.070e-05  1.769e-04    0.343  0.0471 6.998e-06 1.951e-05  -0.0436 5.10e-04 1.17e-01 2.98e-01  0.0098  1.025 -3.75e-09
    1264  0.617  5.934e-05  1.737e-04    0.342  0.0467 6.803e-06 1.899e-05  -0.0457 5.15e-04 1.16e-01 2.99e-01  0.0097  1.027 -3.49e-09
    1280  0.625  5.802e-05  1.707e-04    0.340  0.0463 6.613e-06 1.848e-05  -0.0477 5.20e-04 1.14e-01 3.01e-01  0.0096  1.028 -3.61e-09
    1296  0.633  5.673e-05  1.677e-04    0.338  0.0458 6.430e-06 1.800e-05  -0.0498 5.25e-04 1.13e-01 3.03e-01  0.0095  1.030 -3.57e-09
    1312  0.641  5.548e-05  1.648e-04    0.337  0.0453 6.254e-06 1.753e-05  -0.0518 5.29e-04 1.11e-01 3.05e-01  0.0094  1.031 -3.45e-09
    1328  0.648  5.427e-05  1.619e-04    0.335  0.0448 6.083e-06 1.707e-05  -0.0537 5.34e-04 1.09e-01 3.06e-01  0.0094  1.033 -3.67e-09
    1344  0.656  5.308e-05  1.592e-04    0.333  0.0443 5.917e-06 1.664e-05  -0.0557 5.39e-04 1.08e-01 3.08e-01  0.0093  1.034 -3.67e-09
    1360  0.664  5.194e-05  1.565e-04    0.332  0.0437 5.757e-06 1.621e-05  -0.0576 5.43e-04 1.06e-01 3.10e-01  0.0092  1.036 -3.56e-09
    1376  0.672  5.082e-05  1.539e-04    0.330  0.0431 5.602e-06 1.580e-05  -0.0594 5.48e-04 1.04e-01 3.11e-01  0.0092  1.037 -3.49e-09
    1392  0.680  4.973e-05  1.513e-04    0.329  0.0425 5.453e-06 1.541e-05  -0.0613 5.52e-04 1.03e-01 3.13e-01  0.0091  1.038 -3.56e-09
    1408  0.688  4.868e-05  1.488e-04    0.327  0.0419 5.308e-06 1.503e-05  -0.0631 5.57e-04 1.01e-01 3.14e-01  0.0090  1.040 -3.65e-09
    1424  0.695  4.765e-05  1.464e-04    0.325  0.0412 5.168e-06 1.466e-05  -0.0648 5.61e-04 9.91e-02 3.16e-01  0.0090  1.041 -3.44e-09
    1440  0.703  4.666e-05  1.441e-04    0.324  0.0405 5.033e-06 1.430e-05  -0.0666 5.65e-04 9.73e-02 3.17e-01  0.0089  1.042 -3.72e-09
    1456  0.711  4.569e-05  1.417e-04    0.322  0.0398 4.902e-06 1.396e-05  -0.0683 5.70e-04 9.54e-02 3.19e-01  0.0088  1.043 -3.73e-09
    1472  0.719  4.474e-05  1.395e-04    0.321  0.0391 4.775e-06 1.362e-05  -0.0700 5.74e-04 9.35e-02 3.20e-01  0.0088  1.044 -3.61e-09
    1488  0.727  4.383e-05  1.373e-04    0.319  0.0384 4.653e-06 1.330e-05  -0.0716 5.78e-04 9.19e-02 3.22e-01  0.0087  1.046 -3.44e-09
    1504  0.734  4.293e-05  1.351e-04    0.318  0.0376 4.534e-06 1.299e-05  -0.0733 5.83e-04 9.04e-02 3.23e-01  0.0087  1.047 -3.55e-09
    1520  0.742  4.207e-05  1.330e-04    0.316  0.0369 4.420e-06 1.269e-05  -0.0749 5.87e-04 8.90e-02 3.25e-01  0.0086  1.048 -3.62e-09
    1536  0.750  4.123e-05  1.310e-04    0.315  0.0361 4.309e-06 1.239e-05  -0.0764 5.91e-04 8.76e-02 3.26e-01  0.0085  1.049 -3.62e-09
    1552  0.758  4.041e-05  1.290e-04    0.313  0.0353 4.202e-06 1.211e-05  -0.0779 5.95e-04 8.62e-02 3.28e-01  0.0085  1.050 -3.46e-09
    1568  0.766  3.961e-05  1.270e-04    0.312  0.0345 4.099e-06 1.184e-05  -0.0794 5.99e-04 8.51e-02 3.29e-01  0.0084  1.051 -3.37e-09
    1584  0.773  3.883e-05  1.251e-04    0.310  0.0337 3.999e-06 1.157e-05  -0.0809 6.03e-04 8.42e-02 3.31e-01  0.0084  1.052 -3.35e-09
    1600  0.781  3.808e-05  1.233e-04    0.309  0.0329 3.902e-06 1.131e-05  -0.0823 6.07e-04 8.33e-02 3.32e-01  0.0083  1.053 -3.14e-09
    1616  0.789  3.735e-05  1.214e-04    0.308  0.0321 3.808e-06 1.106e-05  -0.0837 6.11e-04 8.25e-02 3.33e-01  0.0083  1.054 -3.37e-09
    1632  0.797  3.664e-05  1.196e-04    0.306  0.0314 3.717e-06 1.082e-05  -0.0851 6.15e-04 8.16e-02 3.35e-01  0.0082  1.055 -3.37e-09
    1648  0.805  3.594e-05  1.179e-04    0.305  0.0306 3.630e-06 1.058e-05  -0.0864 6.19e-04 8.07e-02 3.36e-01  0.0082  1.056 -3.40e-09
    1664  0.812  3.527e-05  1.162e-04    0.304  0.0298 3.545e-06 1.035e-05  -0.0877 6.22e-04 7.98e-02 3.37e-01  0.0081  1.056 -3.29e-09
    1680  0.820  3.461e-05  1.145e-04    0.302  0.0290 3.463e-06 1.013e-05  -0.0889 6.26e-04 7.89e-02 3.39e-01  0.0081  1.057 -3.41e-09
    1696  0.828  3.398e-05  1.128e-04    0.301  0.0283 3.383e-06 9.913e-06  -0.0902 6.30e-04 7.80e-02 3.40e-01  0.0080  1.058 -3.47e-09
    1712  0.836  3.336e-05  1.112e-04    0.300  0.0275 3.307e-06 9.704e-06  -0.0913 6.34e-04 7.71e-02 3.41e-01  0.0080  1.059 -3.56e-09
    1728  0.844  3.275e-05  1.097e-04    0.299  0.0267 3.232e-06 9.500e-06  -0.0925 6.37e-04 7.62e-02 3.43e-01  0.0079  1.060 -3.33e-09
    1744  0.852  3.217e-05  1.081e-04    0.298  0.0260 3.160e-06 9.301e-06  -0.0936 6.41e-04 7.53e-02 3.44e-01  0.0079  1.061 -3.15e-09
    1760  0.859  3.160e-05  1.066e-04    0.296  0.0253 3.090e-06 9.109e-06  -0.0947 6.44e-04 7.45e-02 3.45e-01  0.0078  1.062 -2.80e-09
    1776  0.867  3.104e-05  1.051e-04    0.295  0.0246 3.023e-06 8.921e-06  -0.0958 6.48e-04 7.36e-02 3.46e-01  0.0078  1.062 -2.70e-09
    1792  0.875  3.050e-05  1.037e-04    0.294  0.0239 2.957e-06 8.739e-06  -0.0968 6.51e-04 7.29e-02 3.48e-01  0.0078  1.063 -2.76e-09
    1808  0.883  2.997e-05  1.023e-04    0.293  0.0232 2.893e-06 8.562e-06  -0.0978 6.55e-04 7.23e-02 3.49e-01  0.0077  1.064 -2.44e-09
    1824  0.891  2.946e-05  1.009e-04    0.292  0.0225 2.832e-06 8.389e-06  -0.0987 6.58e-04 7.16e-02 3.50e-01  0.0077  1.065 -2.57e-09
    1840  0.898  2.896e-05  9.949e-05    0.291  0.0218 2.772e-06 8.221e-06  -0.0997 6.61e-04 7.09e-02 3.51e-01  0.0076  1.066 -2.42e-09
    1856  0.906  2.847e-05  9.814e-05    0.290  0.0212 2.714e-06 8.057e-06  -0.1005 6.65e-04 7.02e-02 3.52e-01  0.0076  1.067 -2.28e-09
    1872  0.914  2.800e-05  9.683e-05    0.289  0.0206 2.658e-06 7.897e-06  -0.1014 6.68e-04 6.96e-02 3.53e-01  0.0075  1.067 -2.03e-09
    1888  0.922  2.754e-05  9.554e-05    0.288  0.0200 2.603e-06 7.742e-06  -0.1022 6.71e-04 6.89e-02 3.55e-01  0.0075  1.068 -2.06e-09
    1904  0.930  2.708e-05  9.427e-05    0.287  0.0194 2.550e-06 7.591e-06  -0.1030 6.75e-04 6.82e-02 3.56e-01  0.0075  1.069 -2.14e-09
    1920  0.938  2.665e-05  9.303e-05    0.286  0.0188 2.499e-06 7.443e-06  -0.1038 6.78e-04 6.75e-02 3.57e-01  0.0074  1.070 -2.01e-09
    1936  0.945  2.622e-05  9.181e-05    0.286  0.0182 2.449e-06 7.299e-06  -0.1046 6.81e-04 6.68e-02 3.58e-01  0.0074  1.071 -1.90e-09
    1952  0.953  2.580e-05  9.061e-05    0.285  0.0177 2.400e-06 7.159e-06  -0.1053 6.84e-04 6.61e-02 3.59e-01  0.0074  1.071 -2.19e-09
    1968  0.961  2.539e-05  8.944e-05    0.284  0.0172 2.353e-06 7.022e-06  -0.1060 6.87e-04 6.54e-02 3.60e-01  0.0073  1.072 -2.00e-09
    1984  0.969  2.500e-05  8.828e-05    0.283  0.0167 2.307e-06 6.888e-06  -0.1066 6.90e-04 6.47e-02 3.62e-01  0.0073  1.073 -1.73e-09
    2000  0.977  2.461e-05  8.715e-05    0.282  0.0162 2.262e-06 6.758e-06  -0.1073 6.93e-04 6.39e-02 3.63e-01  0.0072  1.074 -1.65e-09
    2016  0.984  2.423e-05  8.604e-05    0.282  0.0158 2.218e-06 6.631e-06  -0.1079 6.96e-04 6.32e-02 3.64e-01  0.0072  1.075 -1.53e-09
    2032  0.992  2.386e-05  8.495e-05    0.281  0.0154 2.176e-06 6.507e-06  -0.1085 6.99e-04 6.25e-02 3.65e-01  0.0072  1.075 -1.42e-09
    2048  1.000  2.350e-05  8.388e-05    0.280  0.0149 2.134e-06 6.385e-06  -0.1091 7.02e-04 6.18e-02 3.66e-01  0.0072  1.076 -1.33e-09
    2064  1.008  2.315e-05  8.282e-05    0.279  0.0146 2.094e-06 6.267e-06  -0.1096 7.05e-04 6.11e-02 3.67e-01  0.0072  1.077 -9.68e-10
    2080  1.016  2.280e-05  8.179e-05    0.279  0.0142 2.055e-06 6.152e-06  -0.1101 7.08e-04 6.03e-02 3.68e-01  0.0071  1.078 -1.10e-09
    2096  1.023  2.246e-05  8.077e-05    0.278  0.0138 2.017e-06 6.039e-06  -0.1106 7.11e-04 5.96e-02 3.69e-01  0.0071  1.078 -9.60e-10
    2112  1.031  2.213e-05  7.978e-05    0.277  0.0135 1.979e-06 5.929e-06  -0.1111 7.14e-04 5.89e-02 3.70e-01  0.0071  1.079 -8.24e-10
    2128  1.039  2.181e-05  7.880e-05    0.277  0.0132 1.943e-06 5.821e-06  -0.1116 7.16e-04 5.82e-02 3.71e-01  0.0070  1.080 -8.32e-10
    2144  1.047  2.150e-05  7.784e-05    0.276  0.0129 1.908e-06 5.716e-06  -0.1120 7.19e-04 5.74e-02 3.72e-01  0.0070  1.081 -4.38e-10
    2160  1.055  2.119e-05  7.689e-05    0.276  0.0126 1.873e-06 5.613e-06  -0.1124 7.22e-04 5.67e-02 3.74e-01  0.0070  1.082 -4.90e-10
    2176  1.062  2.089e-05  7.596e-05    0.275  0.0123 1.839e-06 5.513e-06  -0.1129 7.24e-04 5.60e-02 3.75e-01  0.0070  1.082 -3.76e-10
    2192  1.070  2.059e-05  7.505e-05    0.274  0.0121 1.806e-06 5.414e-06  -0.1132 7.27e-04 5.52e-02 3.76e-01  0.0069  1.083  9.46e-12
    2208  1.078  2.030e-05  7.415e-05    0.274  0.0119 1.774e-06 5.319e-06  -0.1136 7.30e-04 5.45e-02 3.77e-01  0.0069  1.084  2.36e-10
    2224  1.086  2.002e-05  7.327e-05    0.273  0.0116 1.742e-06 5.225e-06  -0.1140 7.32e-04 5.38e-02 3.78e-01  0.0069  1.085  5.06e-10
    2240  1.094  1.974e-05  7.240e-05    0.273  0.0115 1.712e-06 5.133e-06  -0.1143 7.35e-04 5.31e-02 3.79e-01  0.0069  1.086  6.24e-10
    2256  1.102  1.947e-05  7.155e-05    0.272  0.0113 1.682e-06 5.044e-06  -0.1147 7.38e-04 5.24e-02 3.80e-01  0.0068  1.086  5.99e-10
    2272  1.109  1.921e-05  7.071e-05    0.272  0.0111 1.652e-06 4.956e-06  -0.1150 7.40e-04 5.17e-02 3.81e-01  0.0068  1.087  5.01e-10
    2288  1.117  1.895e-05  6.989e-05    0.271  0.0110 1.623e-06 4.870e-06  -0.1153 7.43e-04 5.10e-02 3.82e-01  0.0068  1.088  8.47e-10
    2304  1.125  1.869e-05  6.908e-05    0.271  0.0108 1.595e-06 4.787e-06  -0.1156 7.45e-04 5.03e-02 3.83e-01  0.0067  1.089  8.81e-10
    2320  1.133  1.844e-05  6.829e-05    0.270  0.0107 1.568e-06 4.705e-06  -0.1159 7.48e-04 4.96e-02 3.84e-01  0.0067  1.089  7.66e-10
    2336  1.141  1.819e-05  6.751e-05    0.270  0.0106 1.541e-06 4.625e-06  -0.1162 7.50e-04 4.90e-02 3.85e-01  0.0067  1.090  8.48e-10
    2352  1.148  1.795e-05  6.674e-05    0.269  0.0105 1.515e-06 4.546e-06  -0.1165 7.52e-04 4.83e-02 3.86e-01  0.0067  1.091  9.30e-10
    2368  1.156  1.771e-05  6.598e-05    0.268  0.0104 1.489e-06 4.470e-06  -0.1168 7.55e-04 4.77e-02 3.87e-01  0.0066  1.092  1.07e-09
    2384  1.164  1.748e-05  6.524e-05    0.268  0.0104 1.464e-06 4.395e-06  -0.1170 7.57e-04 4.72e-02 3.88e-01  0.0066  1.092  1.63e-09
    2400  1.172  1.725e-05  6.451e-05    0.267  0.0103 1.439e-06 4.321e-06  -0.1173 7.60e-04 4.67e-02 3.89e-01  0.0066  1.093  1.55e-09
