Confined decaying MHD in a SPHERE, volume-penalised   CUDA twin
precision FP32   D3Q27 fluid + D3Q7 magnetic   operator CM
  N 128   R 51.20 (rfac 0.40)   Re 500   Pm 1.00   u0 0.0500
  nu 1.024000e-02   eta 1.024000e-02   magnetic wall: perfectly conducting (B.n = 0)
  eps 2.00 / 2.00   smooth 1.00   IC kmax 6  k0 4.0  seed 99
  one turnover 2R/u0 = 2048 steps; running 4096 (2.0 turnovers)

   step   t/Te      E_u        E_b      E_u/E_b   H_c    enstr     <j^2>    cos(J,B)  |<b>|    max|b|   dv/cl    Bn/B   B_sh   dmass
       0  0.000  1.250e-03  1.250e-03    1.000 -0.0000 5.231e-05 9.607e-05   0.0400 1.58e-12 1.29e-01 2.30e-07  0.5064  0.913  0.00e+00
      16  0.008  9.595e-04  1.193e-03    0.804  0.0044 5.060e-05 9.718e-05   0.0449 3.18e-05 1.23e-01 1.51e-01  0.0712  0.733 -5.88e-09
      32  0.016  8.745e-04  1.188e-03    0.736  0.0076 4.975e-05 1.059e-04   0.0473 4.05e-05 1.37e-01 2.19e-01  0.0303  0.734 -5.70e-09
      48  0.023  8.182e-04  1.188e-03    0.689  0.0084 4.934e-05 1.181e-04   0.0476 4.42e-05 1.53e-01 2.41e-01  0.0184  0.735 -5.57e-09
      64  0.031  7.651e-04  1.189e-03    0.643  0.0089 4.945e-05 1.312e-04   0.0474 4.80e-05 1.69e-01 2.45e-01  0.0131  0.736 -5.25e-09
      80  0.039  7.232e-04  1.186e-03    0.610  0.0081 5.015e-05 1.443e-04   0.0467 5.25e-05 1.87e-01 2.41e-01  0.0102  0.737 -5.41e-09
      96  0.047  6.871e-04  1.179e-03    0.583  0.0047 5.154e-05 1.572e-04   0.0460 6.02e-05 2.06e-01 2.34e-01  0.0083  0.739 -5.38e-09
     112  0.055  6.532e-04  1.167e-03    0.560  0.0017 5.349e-05 1.695e-04   0.0449 6.87e-05 2.23e-01 2.26e-01  0.0072  0.741 -5.34e-09
     128  0.062  6.222e-04  1.150e-03    0.541  0.0032 5.572e-05 1.805e-04   0.0434 7.77e-05 2.35e-01 2.18e-01  0.0065  0.744 -5.19e-09
     144  0.070  5.944e-04  1.129e-03    0.527  0.0051 5.805e-05 1.900e-04   0.0415 8.68e-05 2.47e-01 2.12e-01  0.0059  0.749 -5.13e-09
     160  0.078  5.709e-04  1.104e-03    0.517  0.0062 6.026e-05 1.976e-04   0.0397 9.65e-05 2.54e-01 2.06e-01  0.0054  0.754 -5.12e-09
     176  0.086  5.497e-04  1.077e-03    0.511  0.0066 6.215e-05 2.029e-04   0.0377 1.06e-04 2.58e-01 2.01e-01  0.0049  0.760 -4.80e-09
     192  0.094  5.298e-04  1.046e-03    0.506  0.0065 6.363e-05 2.058e-04   0.0359 1.15e-04 2.62e-01 1.98e-01  0.0047  0.767 -5.04e-09
     208  0.102  5.102e-04  1.015e-03    0.503  0.0062 6.465e-05 2.066e-04   0.0344 1.25e-04 2.62e-01 1.95e-01  0.0044  0.774 -4.96e-09
     224  0.109  4.905e-04  9.834e-04    0.499  0.0058 6.521e-05 2.054e-04   0.0328 1.34e-04 2.61e-01 1.93e-01  0.0042  0.780 -4.68e-09
     240  0.117  4.719e-04  9.511e-04    0.496  0.0062 6.533e-05 2.024e-04   0.0315 1.42e-04 2.59e-01 1.92e-01  0.0041  0.787 -4.58e-09
     256  0.125  4.539e-04  9.189e-04    0.494  0.0072 6.504e-05 1.981e-04   0.0303 1.49e-04 2.63e-01 1.92e-01  0.0039  0.794 -4.69e-09
     272  0.133  4.372e-04  8.874e-04    0.493  0.0078 6.438e-05 1.927e-04   0.0295 1.58e-04 2.73e-01 1.92e-01  0.0037  0.801 -4.73e-09
     288  0.141  4.211e-04  8.564e-04    0.492  0.0086 6.344e-05 1.866e-04   0.0289 1.67e-04 2.82e-01 1.92e-01  0.0036  0.808 -4.69e-09
     304  0.148  4.053e-04  8.265e-04    0.490  0.0095 6.227e-05 1.802e-04   0.0285 1.75e-04 2.91e-01 1.93e-01  0.0035  0.815 -4.32e-09
     320  0.156  3.899e-04  7.976e-04    0.489  0.0106 6.093e-05 1.736e-04   0.0281 1.83e-04 2.97e-01 1.94e-01  0.0034  0.821 -4.53e-09
     336  0.164  3.749e-04  7.700e-04    0.487  0.0115 5.946e-05 1.671e-04   0.0278 1.92e-04 3.04e-01 1.95e-01  0.0033  0.828 -4.72e-09
     352  0.172  3.607e-04  7.436e-04    0.485  0.0128 5.793e-05 1.608e-04   0.0275 1.99e-04 3.10e-01 1.96e-01  0.0032  0.834 -4.67e-09
     368  0.180  3.472e-04  7.185e-04    0.483  0.0144 5.635e-05 1.547e-04   0.0273 2.06e-04 3.11e-01 1.97e-01  0.0031  0.839 -4.78e-09
     384  0.188  3.341e-04  6.947e-04    0.481  0.0158 5.472e-05 1.489e-04   0.0272 2.13e-04 3.07e-01 1.99e-01  0.0030  0.844 -4.73e-09
     400  0.195  3.215e-04  6.721e-04    0.478  0.0170 5.307e-05 1.433e-04   0.0271 2.19e-04 3.10e-01 2.00e-01  0.0029  0.849 -4.90e-09
     416  0.203  3.101e-04  6.529e-04    0.475  0.0202 5.257e-05 1.434e-04   0.0309 2.26e-04 6.04e-01 2.12e-01  0.0029  0.852 -5.11e-09
     432  0.211  1.568e+00  1.878e+08    0.000 -0.0002 1.713e+00 7.025e+08   0.0045 3.64e-01 6.24e+06 8.20e-02  0.0136  0.006  9.27e+23
     448  0.219        nan        nan    0.000  0.0000       nan       nan   0.0000      nan 1.03e+04 0.00e+00  0.0101  0.000      -nan

  *** NON-FINITE at step 448 ***
