Confined decaying MHD in a SPHERE, volume-penalised   CUDA twin
precision FP32   D3Q27 fluid + D3Q7 magnetic   operator CM
  N 96   R 38.40 (rfac 0.40)   Re 500   Pm 1.00   u0 0.0500
  nu 7.680000e-03   eta 7.680000e-03   magnetic wall: perfectly conducting (B.n = 0)
  eps 2.00 / 2.00   smooth 1.00   IC kmax 6  k0 4.0  seed 99
  one turnover 2R/u0 = 1536 steps; running 3072 (2.0 turnovers)

   step   t/Te      E_u        E_b      E_u/E_b   H_c    enstr     <j^2>    cos(J,B)  |<b>|    max|b|   dv/cl    Bn/B   B_sh   dmass
    1656  1.078  2.187e-05  7.300e-05    0.300  0.0140 3.699e-06 1.014e-05  -0.0895 6.80e-04 6.12e-02 3.72e-01  0.0008  1.084 -3.40e-09
    1668  1.086  2.154e-05  7.211e-05    0.299  0.0137 3.626e-06 9.944e-06  -0.0899 6.83e-04 6.07e-02 3.73e-01  0.0008  1.085 -3.18e-09
    1680  1.094  2.122e-05  7.123e-05    0.298  0.0134 3.556e-06 9.756e-06  -0.0904 6.85e-04 6.05e-02 3.75e-01  0.0008  1.086 -2.91e-09
    1692  1.102  2.091e-05  7.037e-05    0.297  0.0132 3.487e-06 9.572e-06  -0.0908 6.88e-04 6.02e-02 3.76e-01  0.0008  1.087 -2.71e-09
    1704  1.109  2.060e-05  6.953e-05    0.296  0.0130 3.420e-06 9.393e-06  -0.0912 6.91e-04 5.98e-02 3.77e-01  0.0008  1.088 -2.44e-09
    1716  1.117  2.030e-05  6.870e-05    0.295  0.0128 3.355e-06 9.218e-06  -0.0916 6.93e-04 5.95e-02 3.78e-01  0.0008  1.089 -2.65e-09
    1728  1.125  2.001e-05  6.788e-05    0.295  0.0126 3.291e-06 9.047e-06  -0.0919 6.96e-04 5.91e-02 3.79e-01  0.0008  1.090 -2.31e-09
    1740  1.133  1.972e-05  6.708e-05    0.294  0.0124 3.229e-06 8.880e-06  -0.0923 6.98e-04 5.88e-02 3.81e-01  0.0008  1.091 -2.43e-09
    1752  1.141  1.943e-05  6.629e-05    0.293  0.0122 3.168e-06 8.717e-06  -0.0927 7.01e-04 5.84e-02 3.82e-01  0.0008  1.092 -2.20e-09
    1764  1.148  1.916e-05  6.552e-05    0.292  0.0121 3.109e-06 8.557e-06  -0.0930 7.04e-04 5.80e-02 3.83e-01  0.0007  1.093 -2.21e-09
    1776  1.156  1.889e-05  6.476e-05    0.292  0.0119 3.051e-06 8.401e-06  -0.0934 7.06e-04 5.75e-02 3.84e-01  0.0007  1.094 -2.05e-09
    1788  1.164  1.862e-05  6.401e-05    0.291  0.0118 2.994e-06 8.249e-06  -0.0937 7.09e-04 5.71e-02 3.85e-01  0.0007  1.095 -2.14e-09
    1800  1.172  1.836e-05  6.327e-05    0.290  0.0117 2.939e-06 8.100e-06  -0.0940 7.11e-04 5.66e-02 3.87e-01  0.0007  1.096 -1.74e-09
    1812  1.180  1.811e-05  6.255e-05    0.289  0.0116 2.885e-06 7.955e-06  -0.0943 7.14e-04 5.62e-02 3.88e-01  0.0007  1.097 -1.60e-09
    1824  1.187  1.786e-05  6.184e-05    0.289  0.0115 2.833e-06 7.813e-06  -0.0947 7.16e-04 5.57e-02 3.89e-01  0.0007  1.098 -1.57e-09
    1836  1.195  1.761e-05  6.114e-05    0.288  0.0114 2.781e-06 7.674e-06  -0.0950 7.18e-04 5.52e-02 3.90e-01  0.0007  1.098 -1.32e-09
    1848  1.203  1.737e-05  6.046e-05    0.287  0.0113 2.731e-06 7.538e-06  -0.0953 7.21e-04 5.48e-02 3.91e-01  0.0007  1.099 -1.12e-09
    1860  1.211  1.714e-05  5.978e-05    0.287  0.0113 2.682e-06 7.405e-06  -0.0956 7.23e-04 5.45e-02 3.92e-01  0.0007  1.100 -1.06e-09
    1872  1.219  1.691e-05  5.912e-05    0.286  0.0112 2.634e-06 7.276e-06  -0.0959 7.26e-04 5.42e-02 3.93e-01  0.0007  1.101 -9.85e-10
    1884  1.227  1.668e-05  5.847e-05    0.285  0.0112 2.587e-06 7.149e-06  -0.0962 7.28e-04 5.39e-02 3.95e-01  0.0007  1.102 -8.63e-10
    1896  1.234  1.646e-05  5.782e-05    0.285  0.0111 2.541e-06 7.025e-06  -0.0965 7.30e-04 5.36e-02 3.96e-01  0.0007  1.103 -6.39e-10
    1908  1.242  1.624e-05  5.719e-05    0.284  0.0111 2.497e-06 6.904e-06  -0.0968 7.33e-04 5.32e-02 3.97e-01  0.0007  1.104 -7.18e-10
    1920  1.250  1.603e-05  5.657e-05    0.283  0.0111 2.453e-06 6.785e-06  -0.0971 7.35e-04 5.29e-02 3.98e-01  0.0007  1.105 -7.15e-10
    1932  1.258  1.582e-05  5.596e-05    0.283  0.0110 2.410e-06 6.669e-06  -0.0974 7.37e-04 5.25e-02 3.99e-01  0.0007  1.105 -7.40e-10
    1944  1.266  1.561e-05  5.536e-05    0.282  0.0110 2.368e-06 6.556e-06  -0.0977 7.40e-04 5.21e-02 4.00e-01  0.0007  1.106 -7.79e-10
    1956  1.273  1.541e-05  5.477e-05    0.281  0.0110 2.327e-06 6.445e-06  -0.0980 7.42e-04 5.18e-02 4.01e-01  0.0007  1.107 -5.65e-10
    1968  1.281  1.521e-05  5.419e-05    0.281  0.0110 2.287e-06 6.337e-06  -0.0983 7.44e-04 5.14e-02 4.02e-01  0.0007  1.108 -5.84e-10
    1980  1.289  1.501e-05  5.362e-05    0.280  0.0109 2.247e-06 6.231e-06  -0.0986 7.46e-04 5.10e-02 4.03e-01  0.0007  1.109 -4.66e-10
    1992  1.297  1.482e-05  5.306e-05    0.279  0.0109 2.209e-06 6.128e-06  -0.0989 7.48e-04 5.05e-02 4.05e-01  0.0007  1.110 -6.38e-10
    2004  1.305  1.463e-05  5.251e-05    0.279  0.0109 2.171e-06 6.026e-06  -0.0992 7.51e-04 5.01e-02 4.06e-01  0.0007  1.110 -4.41e-10
    2016  1.312  1.445e-05  5.196e-05    0.278  0.0109 2.134e-06 5.927e-06  -0.0995 7.53e-04 4.97e-02 4.07e-01  0.0007  1.111 -2.37e-10
    2028  1.320  1.426e-05  5.143e-05    0.277  0.0109 2.098e-06 5.831e-06  -0.0998 7.55e-04 4.93e-02 4.08e-01  0.0007  1.112 -2.72e-10
    2040  1.328  1.408e-05  5.090e-05    0.277  0.0109 2.062e-06 5.736e-06  -0.1001 7.57e-04 4.88e-02 4.09e-01  0.0007  1.113 -2.30e-11
    2052  1.336  1.391e-05  5.038e-05    0.276  0.0109 2.028e-06 5.643e-06  -0.1004 7.59e-04 4.84e-02 4.10e-01  0.0007  1.114  1.30e-10
    2064  1.344  1.373e-05  4.987e-05    0.275  0.0109 1.994e-06 5.552e-06  -0.1007 7.61e-04 4.79e-02 4.11e-01  0.0007  1.114  1.26e-10
    2076  1.352  1.356e-05  4.937e-05    0.275  0.0109 1.960e-06 5.464e-06  -0.1011 7.63e-04 4.75e-02 4.12e-01  0.0007  1.115  3.74e-10
    2088  1.359  1.340e-05  4.888e-05    0.274  0.0108 1.928e-06 5.377e-06  -0.1014 7.66e-04 4.70e-02 4.13e-01  0.0007  1.116  5.82e-10
    2100  1.367  1.323e-05  4.839e-05    0.273  0.0108 1.896e-06 5.292e-06  -0.1017 7.68e-04 4.66e-02 4.14e-01  0.0007  1.117  4.78e-10
    2112  1.375  1.307e-05  4.791e-05    0.273  0.0108 1.864e-06 5.208e-06  -0.1021 7.70e-04 4.61e-02 4.15e-01  0.0007  1.117  8.61e-10
    2124  1.383  1.291e-05  4.744e-05    0.272  0.0108 1.834e-06 5.127e-06  -0.1024 7.72e-04 4.57e-02 4.16e-01  0.0007  1.118  1.19e-09
    2136  1.391  1.275e-05  4.698e-05    0.271  0.0108 1.803e-06 5.047e-06  -0.1028 7.74e-04 4.52e-02 4.17e-01  0.0007  1.119  7.43e-10
    2148  1.398  1.260e-05  4.652e-05    0.271  0.0108 1.774e-06 4.969e-06  -0.1031 7.76e-04 4.47e-02 4.18e-01  0.0007  1.119  1.14e-09
    2160  1.406  1.244e-05  4.607e-05    0.270  0.0107 1.745e-06 4.893e-06  -0.1035 7.78e-04 4.43e-02 4.19e-01  0.0007  1.120  1.16e-09
    2172  1.414  1.229e-05  4.563e-05    0.269  0.0107 1.717e-06 4.818e-06  -0.1038 7.80e-04 4.38e-02 4.20e-01  0.0007  1.121  1.38e-09
    2184  1.422  1.215e-05  4.519e-05    0.269  0.0107 1.689e-06 4.745e-06  -0.1042 7.82e-04 4.34e-02 4.21e-01  0.0007  1.122  1.45e-09
    2196  1.430  1.200e-05  4.476e-05    0.268  0.0107 1.661e-06 4.673e-06  -0.1046 7.84e-04 4.30e-02 4.21e-01  0.0007  1.122  1.38e-09
    2208  1.437  1.186e-05  4.434e-05    0.267  0.0106 1.635e-06 4.603e-06  -0.1049 7.86e-04 4.27e-02 4.22e-01  0.0007  1.123  1.24e-09
    2220  1.445  1.172e-05  4.392e-05    0.267  0.0106 1.608e-06 4.534e-06  -0.1053 7.88e-04 4.23e-02 4.23e-01  0.0007  1.124  1.58e-09
    2232  1.453  1.158e-05  4.351e-05    0.266  0.0105 1.583e-06 4.467e-06  -0.1057 7.89e-04 4.20e-02 4.24e-01  0.0007  1.124  1.66e-09
    2244  1.461  1.144e-05  4.310e-05    0.266  0.0105 1.557e-06 4.401e-06  -0.1061 7.91e-04 4.16e-02 4.25e-01  0.0007  1.125  2.13e-09
    2256  1.469  1.131e-05  4.270e-05    0.265  0.0104 1.533e-06 4.336e-06  -0.1065 7.93e-04 4.13e-02 4.26e-01  0.0007  1.126  1.99e-09
    2268  1.477  1.118e-05  4.231e-05    0.264  0.0104 1.508e-06 4.272e-06  -0.1069 7.95e-04 4.10e-02 4.27e-01  0.0007  1.126  2.04e-09
    2280  1.484  1.105e-05  4.192e-05    0.264  0.0103 1.484e-06 4.210e-06  -0.1073 7.97e-04 4.06e-02 4.28e-01  0.0007  1.127  2.23e-09
    2292  1.492  1.092e-05  4.154e-05    0.263  0.0103 1.461e-06 4.149e-06  -0.1077 7.99e-04 4.03e-02 4.29e-01  0.0007  1.127  2.59e-09
    2304  1.500  1.079e-05  4.117e-05    0.262  0.0102 1.438e-06 4.090e-06  -0.1081 8.01e-04 3.99e-02 4.29e-01  0.0007  1.128  2.51e-09
    2316  1.508  1.067e-05  4.080e-05    0.262  0.0101 1.415e-06 4.031e-06  -0.1085 8.03e-04 3.96e-02 4.30e-01  0.0007  1.129  2.69e-09
    2328  1.516  1.055e-05  4.043e-05    0.261  0.0100 1.393e-06 3.974e-06  -0.1089 8.04e-04 3.92e-02 4.31e-01  0.0007  1.129  3.06e-09
    2340  1.523  1.042e-05  4.007e-05    0.260  0.0100 1.372e-06 3.918e-06  -0.1094 8.06e-04 3.89e-02 4.32e-01  0.0007  1.130  3.44e-09
    2352  1.531  1.031e-05  3.971e-05    0.259  0.0099 1.350e-06 3.863e-06  -0.1098 8.08e-04 3.86e-02 4.33e-01  0.0007  1.131  3.52e-09
    2364  1.539  1.019e-05  3.936e-05    0.259  0.0098 1.329e-06 3.809e-06  -0.1102 8.10e-04 3.82e-02 4.33e-01  0.0007  1.131  3.72e-09
    2376  1.547  1.007e-05  3.902e-05    0.258  0.0097 1.309e-06 3.756e-06  -0.1107 8.12e-04 3.79e-02 4.34e-01  0.0007  1.132  3.88e-09
    2388  1.555  9.959e-06  3.868e-05    0.257  0.0096 1.289e-06 3.704e-06  -0.1111 8.13e-04 3.75e-02 4.35e-01  0.0007  1.132  3.67e-09
    2400  1.562  9.847e-06  3.834e-05    0.257  0.0095 1.269e-06 3.653e-06  -0.1115 8.15e-04 3.72e-02 4.36e-01  0.0007  1.133  4.26e-09
    2412  1.570  9.737e-06  3.801e-05    0.256  0.0094 1.249e-06 3.603e-06  -0.1120 8.17e-04 3.69e-02 4.37e-01  0.0007  1.133  4.00e-09
    2424  1.578  9.628e-06  3.769e-05    0.255  0.0093 1.230e-06 3.554e-06  -0.1124 8.19e-04 3.65e-02 4.37e-01  0.0007  1.134  3.95e-09
    2436  1.586  9.521e-06  3.736e-05    0.255  0.0092 1.212e-06 3.505e-06  -0.1129 8.20e-04 3.62e-02 4.38e-01  0.0007  1.135  4.52e-09
    2448  1.594  9.415e-06  3.705e-05    0.254  0.0091 1.193e-06 3.458e-06  -0.1134 8.22e-04 3.59e-02 4.39e-01  0.0007  1.135  4.67e-09
    2460  1.602  9.311e-06  3.673e-05    0.253  0.0089 1.175e-06 3.412e-06  -0.1138 8.24e-04 3.55e-02 4.40e-01  0.0007  1.136  5.22e-09
    2472  1.609  9.208e-06  3.642e-05    0.253  0.0088 1.157e-06 3.366e-06  -0.1143 8.25e-04 3.52e-02 4.40e-01  0.0006  1.136  5.39e-09
    2484  1.617  9.107e-06  3.612e-05    0.252  0.0087 1.140e-06 3.322e-06  -0.1148 8.27e-04 3.49e-02 4.41e-01  0.0006  1.137  5.83e-09
    2496  1.625  9.008e-06  3.582e-05    0.251  0.0086 1.123e-06 3.278e-06  -0.1152 8.29e-04 3.46e-02 4.42e-01  0.0006  1.137  5.84e-09
    2508  1.633  8.909e-06  3.552e-05    0.251  0.0084 1.106e-06 3.235e-06  -0.1157 8.30e-04 3.43e-02 4.42e-01  0.0006  1.138  6.21e-09
    2520  1.641  8.813e-06  3.523e-05    0.250  0.0083 1.090e-06 3.193e-06  -0.1162 8.32e-04 3.40e-02 4.43e-01  0.0006  1.138  6.11e-09
    2532  1.648  8.717e-06  3.494e-05    0.249  0.0081 1.074e-06 3.151e-06  -0.1166 8.34e-04 3.36e-02 4.44e-01  0.0006  1.139  6.09e-09
    2544  1.656  8.623e-06  3.465e-05    0.249  0.0080 1.058e-06 3.110e-06  -0.1171 8.35e-04 3.33e-02 4.44e-01  0.0006  1.140  6.69e-09
    2556  1.664  8.530e-06  3.437e-05    0.248  0.0078 1.042e-06 3.071e-06  -0.1176 8.37e-04 3.31e-02 4.45e-01  0.0006  1.140  6.58e-09
    2568  1.672  8.439e-06  3.409e-05    0.248  0.0077 1.027e-06 3.031e-06  -0.1181 8.39e-04 3.28e-02 4.46e-01  0.0006  1.141  7.44e-09
    2580  1.680  8.349e-06  3.382e-05    0.247  0.0075 1.012e-06 2.993e-06  -0.1186 8.40e-04 3.26e-02 4.46e-01  0.0006  1.141  7.62e-09
    2592  1.687  8.260e-06  3.355e-05    0.246  0.0074 9.969e-07 2.955e-06  -0.1191 8.42e-04 3.23e-02 4.47e-01  0.0006  1.142  7.67e-09
    2604  1.695  8.173e-06  3.328e-05    0.246  0.0072 9.824e-07 2.918e-06  -0.1195 8.44e-04 3.21e-02 4.48e-01  0.0006  1.142  7.39e-09
    2616  1.703  8.086e-06  3.302e-05    0.245  0.0070 9.682e-07 2.881e-06  -0.1200 8.45e-04 3.19e-02 4.48e-01  0.0006  1.143  7.88e-09
    2628  1.711  8.001e-06  3.276e-05    0.244  0.0069 9.542e-07 2.845e-06  -0.1205 8.47e-04 3.16e-02 4.49e-01  0.0006  1.143  7.93e-09
    2640  1.719  7.917e-06  3.250e-05    0.244  0.0067 9.405e-07 2.810e-06  -0.1210 8.48e-04 3.14e-02 4.50e-01  0.0006  1.144  8.12e-09
    2652  1.727  7.835e-06  3.225e-05    0.243  0.0065 9.270e-07 2.775e-06  -0.1215 8.50e-04 3.12e-02 4.50e-01  0.0006  1.144  8.53e-09
    2664  1.734  7.753e-06  3.200e-05    0.242  0.0063 9.137e-07 2.741e-06  -0.1220 8.51e-04 3.09e-02 4.51e-01  0.0006  1.145  8.52e-09
    2676  1.742  7.673e-06  3.175e-05    0.242  0.0061 9.007e-07 2.708e-06  -0.1225 8.53e-04 3.07e-02 4.51e-01  0.0006  1.145  8.25e-09
    2688  1.750  7.593e-06  3.150e-05    0.241  0.0060 8.879e-07 2.675e-06  -0.1230 8.54e-04 3.05e-02 4.52e-01  0.0006  1.146  8.81e-09
    2700  1.758  7.515e-06  3.126e-05    0.240  0.0058 8.753e-07 2.642e-06  -0.1235 8.56e-04 3.02e-02 4.52e-01  0.0006  1.146  9.04e-09
    2712  1.766  7.438e-06  3.102e-05    0.240  0.0056 8.630e-07 2.611e-06  -0.1239 8.58e-04 3.00e-02 4.53e-01  0.0006  1.147  9.14e-09
    2724  1.773  7.362e-06  3.079e-05    0.239  0.0054 8.509e-07 2.579e-06  -0.1244 8.59e-04 2.98e-02 4.54e-01  0.0006  1.147  9.85e-09
    2736  1.781  7.287e-06  3.055e-05    0.239  0.0052 8.389e-07 2.549e-06  -0.1249 8.61e-04 2.96e-02 4.54e-01  0.0006  1.148  1.05e-08
    2748  1.789  7.213e-06  3.032e-05    0.238  0.0050 8.272e-07 2.518e-06  -0.1254 8.62e-04 2.94e-02 4.55e-01  0.0006  1.148  1.08e-08
    2760  1.797  7.140e-06  3.010e-05    0.237  0.0048 8.157e-07 2.489e-06  -0.1259 8.64e-04 2.91e-02 4.55e-01  0.0006  1.149  1.12e-08
    2772  1.805  7.069e-06  2.987e-05    0.237  0.0046 8.044e-07 2.459e-06  -0.1264 8.65e-04 2.89e-02 4.56e-01  0.0006  1.149  1.18e-08
    2784  1.812  6.998e-06  2.965e-05    0.236  0.0044 7.933e-07 2.431e-06  -0.1269 8.66e-04 2.87e-02 4.56e-01  0.0006  1.150  1.20e-08
    2796  1.820  6.928e-06  2.943e-05    0.235  0.0042 7.824e-07 2.402e-06  -0.1274 8.68e-04 2.85e-02 4.57e-01  0.0006  1.150  1.24e-08
    2808  1.828  6.859e-06  2.921e-05    0.235  0.0040 7.717e-07 2.375e-06  -0.1278 8.69e-04 2.83e-02 4.57e-01  0.0006  1.151  1.34e-08
    2820  1.836  6.791e-06  2.900e-05    0.234  0.0038 7.612e-07 2.347e-06  -0.1283 8.71e-04 2.81e-02 4.58e-01  0.0006  1.151  1.36e-08
    2832  1.844  6.724e-06  2.879e-05    0.234  0.0035 7.509e-07 2.320e-06  -0.1288 8.72e-04 2.79e-02 4.58e-01  0.0006  1.152  1.45e-08
    2844  1.852  6.658e-06  2.858e-05    0.233  0.0033 7.407e-07 2.294e-06  -0.1293 8.74e-04 2.77e-02 4.59e-01  0.0006  1.152  1.51e-08
    2856  1.859  6.592e-06  2.837e-05    0.232  0.0031 7.307e-07 2.268e-06  -0.1298 8.75e-04 2.75e-02 4.59e-01  0.0006  1.153  1.51e-08
    2868  1.867  6.528e-06  2.816e-05    0.232  0.0029 7.209e-07 2.242e-06  -0.1302 8.77e-04 2.73e-02 4.60e-01  0.0006  1.153  1.58e-08
    2880  1.875  6.464e-06  2.796e-05    0.231  0.0027 7.112e-07 2.217e-06  -0.1307 8.78e-04 2.71e-02 4.60e-01  0.0006  1.154  1.61e-08
    2892  1.883  6.402e-06  2.776e-05    0.231  0.0025 7.018e-07 2.192e-06  -0.1312 8.79e-04 2.69e-02 4.61e-01  0.0006  1.154  1.68e-08
    2904  1.891  6.340e-06  2.756e-05    0.230  0.0022 6.924e-07 2.168e-06  -0.1317 8.81e-04 2.67e-02 4.61e-01  0.0006  1.155  1.76e-08
    2916  1.898  6.279e-06  2.737e-05    0.229  0.0020 6.833e-07 2.144e-06  -0.1321 8.82e-04 2.65e-02 4.62e-01  0.0006  1.155  1.84e-08
    2928  1.906  6.219e-06  2.718e-05    0.229  0.0018 6.743e-07 2.120e-06  -0.1326 8.84e-04 2.63e-02 4.62e-01  0.0006  1.156  1.92e-08
    2940  1.914  6.159e-06  2.698e-05    0.228  0.0016 6.654e-07 2.097e-06  -0.1331 8.85e-04 2.61e-02 4.63e-01  0.0006  1.156  2.00e-08
    2952  1.922  6.101e-06  2.680e-05    0.228  0.0013 6.567e-07 2.074e-06  -0.1335 8.86e-04 2.59e-02 4.63e-01  0.0005  1.156  2.09e-08
    2964  1.930  6.043e-06  2.661e-05    0.227  0.0011 6.482e-07 2.051e-06  -0.1340 8.88e-04 2.58e-02 4.63e-01  0.0005  1.157  2.15e-08
    2976  1.937  5.986e-06  2.642e-05    0.227  0.0009 6.398e-07 2.029e-06  -0.1344 8.89e-04 2.56e-02 4.64e-01  0.0005  1.157  2.24e-08
    2988  1.945  5.930e-06  2.624e-05    0.226  0.0007 6.315e-07 2.007e-06  -0.1349 8.91e-04 2.55e-02 4.64e-01  0.0005  1.158  2.36e-08
    3000  1.953  5.874e-06  2.606e-05    0.225  0.0004 6.234e-07 1.985e-06  -0.1353 8.92e-04 2.54e-02 4.65e-01  0.0005  1.158  2.43e-08
    3012  1.961  5.819e-06  2.588e-05    0.225  0.0002 6.154e-07 1.964e-06  -0.1358 8.93e-04 2.52e-02 4.65e-01  0.0005  1.159  2.49e-08
    3024  1.969  5.765e-06  2.570e-05    0.224 -0.0000 6.076e-07 1.943e-06  -0.1362 8.95e-04 2.51e-02 4.65e-01  0.0005  1.159  2.59e-08
    3036  1.977  5.712e-06  2.553e-05    0.224 -0.0003 5.999e-07 1.922e-06  -0.1367 8.96e-04 2.49e-02 4.66e-01  0.0005  1.160  2.60e-08
    3048  1.984  5.659e-06  2.536e-05    0.223 -0.0005 5.923e-07 1.902e-06  -0.1371 8.97e-04 2.48e-02 4.66e-01  0.0005  1.160  2.69e-08
    3060  1.992  5.607e-06  2.518e-05    0.223 -0.0007 5.848e-07 1.882e-06  -0.1375 8.99e-04 2.46e-02 4.67e-01  0.0005  1.161  2.79e-08
    3072  2.000  5.556e-06  2.501e-05    0.222 -0.0010 5.775e-07 1.862e-06  -0.1380 9.00e-04 2.45e-02 4.67e-01  0.0005  1.161  2.85e-08
