Confined decaying MHD in a SPHERE, volume-penalised   CUDA twin
precision FP32   D3Q27 fluid + D3Q7 magnetic   operator CM
  N 128   R 51.20 (rfac 0.40)   Re 500   Pm 1.00   u0 0.0500
  nu 1.024000e-02   eta 1.024000e-02   magnetic wall: perfectly conducting (B.n = 0)
  eps 2.00 / 2.00   smooth 2.00   IC kmax 6  k0 4.0  seed 99
  one turnover 2R/u0 = 2048 steps; running 4096 (2.0 turnovers)

   step   t/Te      E_u        E_b      E_u/E_b   H_c    enstr     <j^2>    cos(J,B)  |<b>|    max|b|   dv/cl    Bn/B   B_sh   dmass
     160  0.078  4.956e-04  1.031e-03    0.481  0.0080 5.717e-05 1.837e-04   0.0350 2.79e-05 2.09e-01 2.25e-01  0.0006  0.731 -6.05e-09
     176  0.086  4.779e-04  1.005e-03    0.476  0.0086 5.923e-05 1.892e-04   0.0332 3.28e-05 2.17e-01 2.19e-01  0.0005  0.736 -6.23e-09
     192  0.094  4.616e-04  9.774e-04    0.472  0.0090 6.089e-05 1.926e-04   0.0318 3.75e-05 2.24e-01 2.14e-01  0.0005  0.742 -5.89e-09
     208  0.102  4.454e-04  9.491e-04    0.469  0.0092 6.212e-05 1.939e-04   0.0307 4.32e-05 2.26e-01 2.10e-01  0.0005  0.747 -5.95e-09
     224  0.109  4.292e-04  9.201e-04    0.466  0.0094 6.292e-05 1.934e-04   0.0296 4.83e-05 2.25e-01 2.08e-01  0.0005  0.753 -5.69e-09
     240  0.117  4.136e-04  8.910e-04    0.464  0.0104 6.327e-05 1.912e-04   0.0287 5.26e-05 2.21e-01 2.06e-01  0.0005  0.760 -5.82e-09
     256  0.125  3.984e-04  8.622e-04    0.462  0.0116 6.320e-05 1.877e-04   0.0278 5.69e-05 2.27e-01 2.06e-01  0.0005  0.766 -5.88e-09
     272  0.133  3.842e-04  8.340e-04    0.461  0.0126 6.275e-05 1.833e-04   0.0271 6.18e-05 2.34e-01 2.05e-01  0.0004  0.773 -5.98e-09
     288  0.141  3.704e-04  8.066e-04    0.459  0.0139 6.200e-05 1.782e-04   0.0264 6.74e-05 2.37e-01 2.06e-01  0.0004  0.780 -5.93e-09
     304  0.148  3.570e-04  7.801e-04    0.458  0.0152 6.098e-05 1.728e-04   0.0256 7.29e-05 2.42e-01 2.06e-01  0.0004  0.787 -5.92e-09
     320  0.156  3.439e-04  7.547e-04    0.456  0.0165 5.977e-05 1.673e-04   0.0248 7.87e-05 2.44e-01 2.07e-01  0.0004  0.794 -6.15e-09
     336  0.164  3.311e-04  7.304e-04    0.453  0.0176 5.841e-05 1.617e-04   0.0240 8.46e-05 2.42e-01 2.08e-01  0.0003  0.800 -6.24e-09
     352  0.172  3.188e-04  7.072e-04    0.451  0.0190 5.694e-05 1.563e-04   0.0232 9.02e-05 2.37e-01 2.08e-01  0.0003  0.807 -6.20e-09
     368  0.180  3.069e-04  6.851e-04    0.448  0.0204 5.542e-05 1.511e-04   0.0227 9.57e-05 2.32e-01 2.09e-01  0.0003  0.813 -6.45e-09
     384  0.188  2.955e-04  6.640e-04    0.445  0.0216 5.385e-05 1.460e-04   0.0222 1.01e-04 2.39e-01 2.10e-01  0.0003  0.818 -6.43e-09
     400  0.195  2.846e-04  6.439e-04    0.442  0.0227 5.227e-05 1.411e-04   0.0220 1.06e-04 2.47e-01 2.11e-01  0.0003  0.824 -6.30e-09
     416  0.203  2.742e-04  6.246e-04    0.439  0.0238 5.069e-05 1.364e-04   0.0220 1.11e-04 2.48e-01 2.12e-01  0.0003  0.830 -6.81e-09
     432  0.211  2.642e-04  6.061e-04    0.436  0.0248 4.914e-05 1.318e-04   0.0223 1.17e-04 2.52e-01 2.13e-01  0.0003  0.835 -6.76e-09
     448  0.219  2.547e-04  5.884e-04    0.433  0.0256 4.762e-05 1.273e-04   0.0228 1.22e-04 2.62e-01 2.14e-01  0.0003  0.840 -6.62e-09
     464  0.227  2.456e-04  5.714e-04    0.430  0.0263 4.615e-05 1.231e-04   0.0234 1.27e-04 2.73e-01 2.15e-01  0.0003  0.845 -6.83e-09
     480  0.234  2.370e-04  5.551e-04    0.427  0.0270 4.472e-05 1.190e-04   0.0243 1.33e-04 2.77e-01 2.15e-01  0.0003  0.850 -6.99e-09
     496  0.242  2.288e-04  5.394e-04    0.424  0.0276 4.335e-05 1.151e-04   0.0252 1.38e-04 2.77e-01 2.16e-01  0.0003  0.855 -6.83e-09
     512  0.250  2.210e-04  5.243e-04    0.422  0.0280 4.204e-05 1.113e-04   0.0262 1.43e-04 2.80e-01 2.17e-01  0.0003  0.860 -6.80e-09
     528  0.258  2.136e-04  5.098e-04    0.419  0.0284 4.077e-05 1.076e-04   0.0272 1.49e-04 2.92e-01 2.18e-01  0.0003  0.864 -6.64e-09
     544  0.266  2.065e-04  4.958e-04    0.416  0.0287 3.954e-05 1.041e-04   0.0282 1.54e-04 3.01e-01 2.19e-01  0.0003  0.869 -6.48e-09
     560  0.273  1.997e-04  4.823e-04    0.414  0.0289 3.836e-05 1.007e-04   0.0290 1.60e-04 3.07e-01 2.20e-01  0.0003  0.873 -6.35e-09
     576  0.281  1.932e-04  4.692e-04    0.412  0.0291 3.722e-05 9.737e-05   0.0297 1.65e-04 3.05e-01 2.21e-01  0.0003  0.878 -6.27e-09
     592  0.289  1.870e-04  4.565e-04    0.410  0.0293 3.610e-05 9.413e-05   0.0302 1.71e-04 3.03e-01 2.22e-01  0.0003  0.882 -6.21e-09
     608  0.297  1.811e-04  4.443e-04    0.408  0.0295 3.502e-05 9.097e-05   0.0305 1.76e-04 2.95e-01 2.24e-01  0.0003  0.887 -6.26e-09
     624  0.305  1.755e-04  4.325e-04    0.406  0.0296 3.397e-05 8.788e-05   0.0306 1.81e-04 2.96e-01 2.25e-01  0.0003  0.891 -6.38e-09
     640  0.312  1.701e-04  4.210e-04    0.404  0.0298 3.294e-05 8.488e-05   0.0306 1.87e-04 2.98e-01 2.26e-01  0.0003  0.895 -6.54e-09
     656  0.320  1.649e-04  4.099e-04    0.402  0.0301 3.195e-05 8.202e-05   0.0303 1.92e-04 3.04e-01 2.28e-01  0.0003  0.900 -6.42e-09
     672  0.328  1.600e-04  3.993e-04    0.401  0.0306 3.103e-05 7.945e-05   0.0301 1.97e-04 3.18e-01 2.31e-01  0.0003  0.904 -6.34e-09
     688  0.336  1.554e-04  3.892e-04    0.399  0.0312 3.024e-05 7.741e-05   0.0305 2.02e-04 3.35e-01 2.36e-01  0.0004  0.908 -6.25e-09
     704  0.344  1.511e-04  3.797e-04    0.398  0.0321 2.968e-05 7.599e-05   0.0326 2.08e-04 3.61e-01 2.44e-01  0.0004  0.911 -6.41e-09
     720  0.352  1.467e-04  3.698e-04    0.397  0.0323 2.870e-05 7.317e-05   0.0324 2.13e-04 3.34e-01 2.44e-01  0.0005  0.916 -6.35e-09
     736  0.359  1.422e-04  3.596e-04    0.396  0.0326 2.741e-05 6.884e-05   0.0274 2.18e-04 2.67e-01 2.36e-01  0.0005  0.921 -6.28e-09
     752  0.367  1.381e-04  3.504e-04    0.394  0.0335 2.643e-05 6.607e-05   0.0254 2.23e-04 2.66e-01 2.37e-01  0.0003  0.925 -6.31e-09
     768  0.375  1.342e-04  3.415e-04    0.393  0.0342 2.554e-05 6.365e-05   0.0237 2.28e-04 2.64e-01 2.39e-01  0.0002  0.930 -6.16e-09
     784  0.383  1.305e-04  3.331e-04    0.392  0.0349 2.471e-05 6.139e-05   0.0221 2.34e-04 2.63e-01 2.41e-01  0.0002  0.934 -6.17e-09
     800  0.391  1.269e-04  3.249e-04    0.391  0.0355 2.391e-05 5.924e-05   0.0205 2.39e-04 2.61e-01 2.42e-01  0.0002  0.938 -6.15e-09
     816  0.398  1.235e-04  3.169e-04    0.390  0.0361 2.315e-05 5.719e-05   0.0188 2.44e-04 2.60e-01 2.44e-01  0.0002  0.942 -6.06e-09
     832  0.406  1.202e-04  3.093e-04    0.389  0.0367 2.241e-05 5.523e-05   0.0171 2.49e-04 2.58e-01 2.46e-01  0.0002  0.946 -6.22e-09
     848  0.414  1.171e-04  3.019e-04    0.388  0.0372 2.170e-05 5.335e-05   0.0154 2.54e-04 2.56e-01 2.48e-01  0.0002  0.950 -6.36e-09
     864  0.422  1.141e-04  2.948e-04    0.387  0.0377 2.102e-05 5.155e-05   0.0137 2.59e-04 2.54e-01 2.49e-01  0.0002  0.953 -6.40e-09
     880  0.430  1.112e-04  2.878e-04    0.386  0.0383 2.036e-05 4.982e-05   0.0119 2.64e-04 2.51e-01 2.51e-01  0.0002  0.957 -6.40e-09
     896  0.438  1.084e-04  2.812e-04    0.385  0.0388 1.972e-05 4.817e-05   0.0102 2.69e-04 2.49e-01 2.53e-01  0.0002  0.961 -6.49e-09
     912  0.445  1.057e-04  2.747e-04    0.385  0.0392 1.911e-05 4.658e-05   0.0085 2.73e-04 2.46e-01 2.54e-01  0.0002  0.964 -6.28e-09
     928  0.453  1.030e-04  2.685e-04    0.384  0.0397 1.852e-05 4.506e-05   0.0068 2.78e-04 2.42e-01 2.56e-01  0.0002  0.968 -6.41e-09
     944  0.461  1.005e-04  2.625e-04    0.383  0.0401 1.794e-05 4.361e-05   0.0051 2.83e-04 2.39e-01 2.58e-01  0.0002  0.971 -6.61e-09
     960  0.469  9.809e-05  2.566e-04    0.382  0.0406 1.739e-05 4.221e-05   0.0034 2.88e-04 2.35e-01 2.59e-01  0.0002  0.975 -6.77e-09
     976  0.477  9.573e-05  2.510e-04    0.381  0.0410 1.686e-05 4.086e-05   0.0018 2.93e-04 2.31e-01 2.61e-01  0.0002  0.978 -6.95e-09
     992  0.484  9.345e-05  2.455e-04    0.381  0.0413 1.635e-05 3.957e-05   0.0002 2.98e-04 2.27e-01 2.63e-01  0.0002  0.981 -7.10e-09
    1008  0.492  9.124e-05  2.402e-04    0.380  0.0417 1.585e-05 3.833e-05  -0.0013 3.02e-04 2.23e-01 2.65e-01  0.0002  0.985 -7.15e-09
    1024  0.500  8.910e-05  2.351e-04    0.379  0.0420 1.537e-05 3.714e-05  -0.0028 3.07e-04 2.19e-01 2.66e-01  0.0002  0.988 -6.88e-09
    1040  0.508  8.702e-05  2.302e-04    0.378  0.0422 1.491e-05 3.600e-05  -0.0042 3.12e-04 2.16e-01 2.68e-01  0.0002  0.991 -7.03e-09
    1056  0.516  8.501e-05  2.254e-04    0.377  0.0425 1.446e-05 3.490e-05  -0.0056 3.16e-04 2.13e-01 2.69e-01  0.0002  0.994 -7.02e-09
    1072  0.523  8.305e-05  2.208e-04    0.376  0.0427 1.403e-05 3.385e-05  -0.0070 3.21e-04 2.10e-01 2.71e-01  0.0002  0.997 -6.91e-09
    1088  0.531  8.114e-05  2.163e-04    0.375  0.0428 1.361e-05 3.283e-05  -0.0083 3.25e-04 2.06e-01 2.73e-01  0.0002  1.000 -7.18e-09
    1104  0.539  7.929e-05  2.119e-04    0.374  0.0429 1.321e-05 3.186e-05  -0.0096 3.30e-04 2.03e-01 2.74e-01  0.0002  1.003 -7.33e-09
    1120  0.547  7.748e-05  2.077e-04    0.373  0.0429 1.282e-05 3.092e-05  -0.0109 3.34e-04 1.99e-01 2.76e-01  0.0002  1.005 -7.40e-09
    1136  0.555  7.573e-05  2.036e-04    0.372  0.0429 1.245e-05 3.001e-05  -0.0121 3.39e-04 1.95e-01 2.78e-01  0.0002  1.008 -7.29e-09
    1152  0.562  7.402e-05  1.996e-04    0.371  0.0429 1.208e-05 2.914e-05  -0.0133 3.43e-04 1.91e-01 2.79e-01  0.0002  1.011 -7.37e-09
    1168  0.570  7.235e-05  1.958e-04    0.370  0.0427 1.173e-05 2.830e-05  -0.0145 3.48e-04 1.87e-01 2.81e-01  0.0002  1.013 -7.42e-09
    1184  0.578  7.073e-05  1.920e-04    0.368  0.0425 1.139e-05 2.750e-05  -0.0157 3.52e-04 1.83e-01 2.82e-01  0.0002  1.016 -7.40e-09
    1200  0.586  6.915e-05  1.884e-04    0.367  0.0423 1.106e-05 2.672e-05  -0.0168 3.57e-04 1.79e-01 2.84e-01  0.0002  1.018 -7.38e-09
    1216  0.594  6.760e-05  1.849e-04    0.366  0.0419 1.074e-05 2.597e-05  -0.0179 3.61e-04 1.75e-01 2.86e-01  0.0002  1.021 -7.14e-09
    1232  0.602  6.609e-05  1.815e-04    0.364  0.0416 1.043e-05 2.524e-05  -0.0191 3.65e-04 1.71e-01 2.87e-01  0.0002  1.023 -7.36e-09
    1248  0.609  6.462e-05  1.782e-04    0.363  0.0411 1.013e-05 2.454e-05  -0.0202 3.69e-04 1.67e-01 2.89e-01  0.0002  1.025 -7.29e-09
    1264  0.617  6.319e-05  1.749e-04    0.361  0.0406 9.842e-06 2.387e-05  -0.0213 3.74e-04 1.63e-01 2.90e-01  0.0002  1.028 -7.46e-09
    1280  0.625  6.179e-05  1.718e-04    0.360  0.0401 9.560e-06 2.322e-05  -0.0223 3.78e-04 1.59e-01 2.92e-01  0.0002  1.030 -7.42e-09
    1296  0.633  6.042e-05  1.688e-04    0.358  0.0394 9.287e-06 2.259e-05  -0.0234 3.82e-04 1.55e-01 2.93e-01  0.0002  1.032 -7.47e-09
    1312  0.641  5.909e-05  1.658e-04    0.356  0.0388 9.022e-06 2.199e-05  -0.0245 3.86e-04 1.53e-01 2.95e-01  0.0002  1.034 -7.34e-09
    1328  0.648  5.779e-05  1.629e-04    0.355  0.0381 8.765e-06 2.140e-05  -0.0256 3.90e-04 1.50e-01 2.96e-01  0.0002  1.036 -7.03e-09
    1344  0.656  5.652e-05  1.601e-04    0.353  0.0373 8.516e-06 2.084e-05  -0.0267 3.94e-04 1.47e-01 2.98e-01  0.0002  1.038 -7.04e-09
    1360  0.664  5.528e-05  1.574e-04    0.351  0.0365 8.274e-06 2.029e-05  -0.0278 3.99e-04 1.44e-01 2.99e-01  0.0002  1.040 -7.09e-09
    1376  0.672  5.407e-05  1.547e-04    0.350  0.0356 8.040e-06 1.977e-05  -0.0288 4.03e-04 1.41e-01 3.01e-01  0.0002  1.042 -6.94e-09
    1392  0.680  5.289e-05  1.521e-04    0.348  0.0347 7.812e-06 1.926e-05  -0.0299 4.07e-04 1.39e-01 3.02e-01  0.0002  1.044 -7.06e-09
    1408  0.688  5.174e-05  1.496e-04    0.346  0.0337 7.592e-06 1.877e-05  -0.0310 4.11e-04 1.36e-01 3.04e-01  0.0002  1.046 -6.95e-09
    1424  0.695  5.061e-05  1.471e-04    0.344  0.0327 7.379e-06 1.829e-05  -0.0321 4.15e-04 1.33e-01 3.05e-01  0.0002  1.048 -6.84e-09
    1440  0.703  4.952e-05  1.447e-04    0.342  0.0317 7.172e-06 1.783e-05  -0.0332 4.19e-04 1.30e-01 3.07e-01  0.0002  1.049 -6.93e-09
    1456  0.711  4.845e-05  1.424e-04    0.340  0.0306 6.972e-06 1.739e-05  -0.0343 4.23e-04 1.27e-01 3.08e-01  0.0002  1.051 -7.05e-09
    1472  0.719  4.741e-05  1.401e-04    0.338  0.0295 6.778e-06 1.696e-05  -0.0354 4.26e-04 1.25e-01 3.10e-01  0.0002  1.053 -7.21e-09
    1488  0.727  4.640e-05  1.379e-04    0.337  0.0283 6.591e-06 1.654e-05  -0.0366 4.30e-04 1.22e-01 3.11e-01  0.0002  1.055 -7.06e-09
    1504  0.734  4.541e-05  1.357e-04    0.335  0.0271 6.409e-06 1.614e-05  -0.0377 4.34e-04 1.19e-01 3.12e-01  0.0002  1.056 -7.35e-09
    1520  0.742  4.444e-05  1.336e-04    0.333  0.0258 6.233e-06 1.575e-05  -0.0388 4.38e-04 1.17e-01 3.14e-01  0.0002  1.058 -7.21e-09
    1536  0.750  4.351e-05  1.315e-04    0.331  0.0246 6.062e-06 1.537e-05  -0.0399 4.42e-04 1.14e-01 3.15e-01  0.0002  1.060 -7.28e-09
    1552  0.758  4.259e-05  1.295e-04    0.329  0.0233 5.897e-06 1.501e-05  -0.0411 4.46e-04 1.12e-01 3.16e-01  0.0002  1.061 -7.35e-09
    1568  0.766  4.170e-05  1.275e-04    0.327  0.0219 5.738e-06 1.465e-05  -0.0422 4.49e-04 1.10e-01 3.18e-01  0.0002  1.063 -7.47e-09
    1584  0.773  4.083e-05  1.256e-04    0.325  0.0206 5.583e-06 1.431e-05  -0.0433 4.53e-04 1.08e-01 3.19e-01  0.0002  1.064 -7.37e-09
    1600  0.781  3.999e-05  1.237e-04    0.323  0.0192 5.434e-06 1.398e-05  -0.0445 4.57e-04 1.07e-01 3.20e-01  0.0002  1.066 -7.50e-09
    1616  0.789  3.917e-05  1.218e-04    0.322  0.0178 5.289e-06 1.366e-05  -0.0456 4.61e-04 1.05e-01 3.22e-01  0.0002  1.067 -7.22e-09
    1632  0.797  3.837e-05  1.200e-04    0.320  0.0164 5.149e-06 1.334e-05  -0.0467 4.64e-04 1.03e-01 3.23e-01  0.0002  1.069 -7.38e-09
    1648  0.805  3.759e-05  1.182e-04    0.318  0.0151 5.014e-06 1.304e-05  -0.0479 4.68e-04 1.01e-01 3.24e-01  0.0002  1.070 -6.85e-09
    1664  0.812  3.683e-05  1.165e-04    0.316  0.0136 4.883e-06 1.274e-05  -0.0490 4.72e-04 9.97e-02 3.26e-01  0.0002  1.072 -6.80e-09
    1680  0.820  3.609e-05  1.148e-04    0.314  0.0122 4.756e-06 1.246e-05  -0.0501 4.75e-04 9.80e-02 3.27e-01  0.0002  1.073 -6.98e-09
    1696  0.828  3.537e-05  1.132e-04    0.313  0.0108 4.633e-06 1.218e-05  -0.0512 4.79e-04 9.63e-02 3.28e-01  0.0002  1.075 -6.78e-09
    1712  0.836  3.467e-05  1.115e-04    0.311  0.0095 4.514e-06 1.191e-05  -0.0523 4.82e-04 9.47e-02 3.30e-01  0.0002  1.076 -6.63e-09
    1728  0.844  3.399e-05  1.099e-04    0.309  0.0081 4.400e-06 1.165e-05  -0.0534 4.86e-04 9.30e-02 3.31e-01  0.0002  1.078 -6.25e-09
    1744  0.852  3.332e-05  1.084e-04    0.307  0.0067 4.288e-06 1.139e-05  -0.0545 4.89e-04 9.13e-02 3.32e-01  0.0002  1.079 -6.32e-09
    1760  0.859  3.268e-05  1.068e-04    0.306  0.0053 4.181e-06 1.115e-05  -0.0555 4.93e-04 9.00e-02 3.33e-01  0.0002  1.080 -6.50e-09
    1776  0.867  3.205e-05  1.053e-04    0.304  0.0040 4.077e-06 1.090e-05  -0.0566 4.96e-04 8.88e-02 3.35e-01  0.0002  1.082 -6.58e-09
    1792  0.875  3.144e-05  1.039e-04    0.303  0.0026 3.976e-06 1.067e-05  -0.0576 5.00e-04 8.77e-02 3.36e-01  0.0002  1.083 -6.30e-09
    1808  0.883  3.084e-05  1.024e-04    0.301  0.0013 3.878e-06 1.044e-05  -0.0586 5.03e-04 8.72e-02 3.37e-01  0.0002  1.084 -6.10e-09
    1824  0.891  3.026e-05  1.010e-04    0.300 -0.0000 3.783e-06 1.022e-05  -0.0596 5.06e-04 8.66e-02 3.38e-01  0.0002  1.086 -6.11e-09
    1840  0.898  2.970e-05  9.964e-05    0.298 -0.0013 3.692e-06 1.000e-05  -0.0606 5.10e-04 8.61e-02 3.39e-01  0.0002  1.087 -5.81e-09
    1856  0.906  2.914e-05  9.828e-05    0.297 -0.0025 3.603e-06 9.793e-06  -0.0615 5.13e-04 8.56e-02 3.41e-01  0.0002  1.088 -5.62e-09
    1872  0.914  2.861e-05  9.695e-05    0.295 -0.0038 3.517e-06 9.588e-06  -0.0625 5.17e-04 8.50e-02 3.42e-01  0.0002  1.090 -5.78e-09
    1888  0.922  2.809e-05  9.564e-05    0.294 -0.0050 3.433e-06 9.388e-06  -0.0634 5.20e-04 8.45e-02 3.43e-01  0.0002  1.091 -5.72e-09
    1904  0.930  2.758e-05  9.436e-05    0.292 -0.0062 3.353e-06 9.193e-06  -0.0643 5.23e-04 8.39e-02 3.44e-01  0.0002  1.092 -5.53e-09
    1920  0.938  2.708e-05  9.310e-05    0.291 -0.0073 3.274e-06 9.003e-06  -0.0652 5.26e-04 8.34e-02 3.45e-01  0.0002  1.094 -5.48e-09
    1936  0.945  2.660e-05  9.186e-05    0.290 -0.0085 3.198e-06 8.818e-06  -0.0660 5.30e-04 8.28e-02 3.47e-01  0.0002  1.095 -5.56e-09
    1952  0.953  2.613e-05  9.065e-05    0.288 -0.0096 3.124e-06 8.637e-06  -0.0669 5.33e-04 8.24e-02 3.48e-01  0.0002  1.096 -5.60e-09
    1968  0.961  2.567e-05  8.945e-05    0.287 -0.0106 3.053e-06 8.461e-06  -0.0677 5.36e-04 8.21e-02 3.49e-01  0.0002  1.097 -5.57e-09
    1984  0.969  2.523e-05  8.829e-05    0.286 -0.0117 2.983e-06 8.289e-06  -0.0685 5.39e-04 8.17e-02 3.50e-01  0.0002  1.099 -5.69e-09
    2000  0.977  2.479e-05  8.714e-05    0.285 -0.0127 2.916e-06 8.121e-06  -0.0693 5.42e-04 8.13e-02 3.51e-01  0.0002  1.100 -5.79e-09
    2016  0.984  2.437e-05  8.601e-05    0.283 -0.0136 2.850e-06 7.958e-06  -0.0700 5.46e-04 8.08e-02 3.53e-01  0.0002  1.101 -5.78e-09
    2032  0.992  2.395e-05  8.490e-05    0.282 -0.0146 2.787e-06 7.798e-06  -0.0707 5.49e-04 8.04e-02 3.54e-01  0.0002  1.102 -5.79e-09
    2048  1.000  2.355e-05  8.381e-05    0.281 -0.0155 2.725e-06 7.642e-06  -0.0715 5.52e-04 7.99e-02 3.55e-01  0.0002  1.104 -5.76e-09
    2064  1.008  2.316e-05  8.274e-05    0.280 -0.0164 2.665e-06 7.490e-06  -0.0721 5.55e-04 7.93e-02 3.56e-01  0.0001  1.105 -5.35e-09
    2080  1.016  2.277e-05  8.169e-05    0.279 -0.0172 2.607e-06 7.342e-06  -0.0728 5.58e-04 7.88e-02 3.57e-01  0.0001  1.106 -4.90e-09
    2096  1.023  2.240e-05  8.066e-05    0.278 -0.0180 2.550e-06 7.197e-06  -0.0735 5.61e-04 7.82e-02 3.59e-01  0.0001  1.107 -5.13e-09
    2112  1.031  2.203e-05  7.965e-05    0.277 -0.0188 2.495e-06 7.055e-06  -0.0741 5.64e-04 7.75e-02 3.60e-01  0.0001  1.109 -4.98e-09
    2128  1.039  2.167e-05  7.865e-05    0.276 -0.0196 2.442e-06 6.917e-06  -0.0747 5.67e-04 7.69e-02 3.61e-01  0.0001  1.110 -5.03e-09
    2144  1.047  2.132e-05  7.768e-05    0.275 -0.0203 2.389e-06 6.782e-06  -0.0753 5.70e-04 7.62e-02 3.62e-01  0.0001  1.111 -4.87e-09
    2160  1.055  2.098e-05  7.672e-05    0.274 -0.0210 2.339e-06 6.650e-06  -0.0759 5.73e-04 7.55e-02 3.63e-01  0.0001  1.112 -5.02e-09
    2176  1.062  2.065e-05  7.577e-05    0.273 -0.0217 2.289e-06 6.521e-06  -0.0764 5.76e-04 7.48e-02 3.65e-01  0.0001  1.113 -4.74e-09
    2192  1.070  2.033e-05  7.484e-05    0.272 -0.0224 2.241e-06 6.395e-06  -0.0770 5.79e-04 7.41e-02 3.66e-01  0.0001  1.115 -4.63e-09
    2208  1.078  2.001e-05  7.393e-05    0.271 -0.0230 2.195e-06 6.272e-06  -0.0775 5.82e-04 7.33e-02 3.67e-01  0.0001  1.116 -4.49e-09
    2224  1.086  1.970e-05  7.303e-05    0.270 -0.0236 2.149e-06 6.152e-06  -0.0780 5.85e-04 7.25e-02 3.68e-01  0.0001  1.117 -4.45e-09
    2240  1.094  1.939e-05  7.215e-05    0.269 -0.0242 2.105e-06 6.034e-06  -0.0785 5.88e-04 7.19e-02 3.69e-01  0.0001  1.118 -4.25e-09
    2256  1.102  1.910e-05  7.129e-05    0.268 -0.0247 2.062e-06 5.919e-06  -0.0790 5.90e-04 7.15e-02 3.71e-01  0.0001  1.119 -4.14e-09
    2272  1.109  1.881e-05  7.044e-05    0.267 -0.0252 2.020e-06 5.807e-06  -0.0795 5.93e-04 7.12e-02 3.72e-01  0.0001  1.120 -4.22e-09
    2288  1.117  1.852e-05  6.960e-05    0.266 -0.0257 1.979e-06 5.698e-06  -0.0800 5.96e-04 7.08e-02 3.73e-01  0.0001  1.121 -3.82e-09
    2304  1.125  1.824e-05  6.878e-05    0.265 -0.0262 1.939e-06 5.590e-06  -0.0804 5.99e-04 7.05e-02 3.74e-01  0.0001  1.123 -3.65e-09
    2320  1.133  1.797e-05  6.797e-05    0.264 -0.0267 1.900e-06 5.486e-06  -0.0809 6.02e-04 7.01e-02 3.75e-01  0.0001  1.124 -3.46e-09
    2336  1.141  1.771e-05  6.717e-05    0.264 -0.0271 1.862e-06 5.383e-06  -0.0813 6.05e-04 6.97e-02 3.76e-01  0.0001  1.125 -3.25e-09
    2352  1.148  1.744e-05  6.639e-05    0.263 -0.0276 1.825e-06 5.283e-06  -0.0817 6.07e-04 6.92e-02 3.78e-01  0.0001  1.126 -2.95e-09
    2368  1.156  1.719e-05  6.562e-05    0.262 -0.0280 1.788e-06 5.186e-06  -0.0821 6.10e-04 6.88e-02 3.79e-01  0.0001  1.127 -2.98e-09
    2384  1.164  1.694e-05  6.487e-05    0.261 -0.0284 1.753e-06 5.090e-06  -0.0825 6.13e-04 6.83e-02 3.80e-01  0.0001  1.128 -3.01e-09
    2400  1.172  1.669e-05  6.412e-05    0.260 -0.0287 1.719e-06 4.997e-06  -0.0829 6.15e-04 6.77e-02 3.81e-01  0.0001  1.129 -3.12e-09
