# step t/Te E_u E_b ratio H_c enstrophy j2 cosJB bmean bmax divb BnB Bshell dmass
2192 1.427083 1.20436169e-05 4.51006304e-05 0.267039 0.011794 1.669008e-06 4.708665e-06 -0.105605 7.867197e-04 4.292247e-02 4.209718e-01 0.000674 1.130032 1.582393e-06
2208 1.437500 1.18528132e-05 4.45380663e-05 0.266128 0.011756 1.633214e-06 4.614915e-06 -0.106096 7.894266e-04 4.247420e-02 4.221841e-01 0.000672 1.131122 1.575873e-06
2224 1.447917 1.16659366e-05 4.39867758e-05 0.265215 0.011711 1.598332e-06 4.523731e-06 -0.106595 7.921124e-04 4.202127e-02 4.233800e-01 0.000669 1.132201 1.569358e-06
2240 1.458333 1.14828839e-05 4.34464664e-05 0.264300 0.011659 1.564335e-06 4.435027e-06 -0.107101 7.947777e-04 4.156462e-02 4.245594e-01 0.000667 1.133271 1.562850e-06
2256 1.468750 1.13035563e-05 4.29168539e-05 0.263383 0.011601 1.531196e-06 4.348723e-06 -0.107615 7.974227e-04 4.110516e-02 4.257224e-01 0.000666 1.134331 1.556356e-06
2272 1.479167 1.11278591e-05 4.23976620e-05 0.262464 0.011536 1.498891e-06 4.264739e-06 -0.108137 8.000478e-04 4.064372e-02 4.268690e-01 0.000665 1.135382 1.549879e-06
2288 1.489583 1.09557012e-05 4.18886221e-05 0.261544 0.011463 1.467395e-06 4.183000e-06 -0.108667 8.026533e-04 4.018111e-02 4.279992e-01 0.000663 1.136425 1.543421e-06
2304 1.500000 1.07869951e-05 4.13894736e-05 0.260622 0.011383 1.436684e-06 4.103432e-06 -0.109203 8.052395e-04 3.971807e-02 4.291131e-01 0.000663 1.137458 1.536982e-06
2320 1.510417 1.06216568e-05 4.08999636e-05 0.259698 0.011296 1.406737e-06 4.025966e-06 -0.109747 8.078068e-04 3.925530e-02 4.302107e-01 0.000661 1.138485 1.530560e-06
2336 1.520833 1.04596051e-05 4.04198465e-05 0.258774 0.011201 1.377532e-06 3.950533e-06 -0.110298 8.103555e-04 3.879345e-02 4.312921e-01 0.000661 1.139503 1.524156e-06
2352 1.531250 1.03007619e-05 3.99488837e-05 0.257849 0.011098 1.349049e-06 3.877068e-06 -0.110856 8.128859e-04 3.833311e-02 4.323575e-01 0.000663 1.140515 1.517775e-06
2368 1.541667 1.01450518e-05 3.94868433e-05 0.256922 0.010988 1.321267e-06 3.805508e-06 -0.111420 8.153984e-04 3.787484e-02 4.334068e-01 0.000658 1.141519 1.511419e-06
2384 1.552083 9.99240179e-06 3.90335002e-05 0.255996 0.010870 1.294167e-06 3.735791e-06 -0.111990 8.178931e-04 3.741914e-02 4.344402e-01 0.000655 1.142517 1.505090e-06
2400 1.562500 9.84274154e-06 3.85886358e-05 0.255068 0.010745 1.267730e-06 3.667860e-06 -0.112566 8.203704e-04 3.696649e-02 4.354578e-01 0.000654 1.143508 1.498787e-06
2416 1.572917 9.69600283e-06 3.81520381e-05 0.254141 0.010612 1.241939e-06 3.601658e-06 -0.113148 8.228306e-04 3.651730e-02 4.364597e-01 0.000653 1.144493 1.492510e-06
2432 1.583333 9.55211962e-06 3.77235011e-05 0.253214 0.010471 1.216777e-06 3.537130e-06 -0.113735 8.252739e-04 3.607195e-02 4.374459e-01 0.000650 1.145472 1.486259e-06
2448 1.593750 9.41102785e-06 3.73028248e-05 0.252287 0.010324 1.192226e-06 3.474225e-06 -0.114327 8.277007e-04 3.563080e-02 4.384167e-01 0.000651 1.146446 1.480037e-06
2464 1.604167 9.27266536e-06 3.68898152e-05 0.251361 0.010169 1.168270e-06 3.412890e-06 -0.114923 8.301112e-04 3.519414e-02 4.393721e-01 0.000644 1.147415 1.473844e-06
2480 1.614583 9.13697178e-06 3.64842835e-05 0.250436 0.010007 1.144894e-06 3.353078e-06 -0.115524 8.325057e-04 3.476225e-02 4.403122e-01 0.000643 1.148379 1.467684e-06
2496 1.625000 9.00388845e-06 3.60860466e-05 0.249512 0.009838 1.122082e-06 3.294742e-06 -0.116128 8.348844e-04 3.433538e-02 4.412372e-01 0.000640 1.149339 1.461554e-06
2512 1.635417 8.87335832e-06 3.56949269e-05 0.248589 0.009662 1.099820e-06 3.237836e-06 -0.116736 8.372475e-04 3.391374e-02 4.421472e-01 0.000636 1.150295 1.455456e-06
2528 1.645833 8.74532586e-06 3.53107519e-05 0.247668 0.009479 1.078092e-06 3.182317e-06 -0.117347 8.395955e-04 3.349750e-02 4.430424e-01 0.000641 1.151247 1.449388e-06
2544 1.656250 8.61973699e-06 3.49333540e-05 0.246748 0.009290 1.056887e-06 3.128141e-06 -0.117961 8.419284e-04 3.310178e-02 4.439228e-01 0.000633 1.152196 1.443352e-06
2560 1.666667 8.49653900e-06 3.45625706e-05 0.245831 0.009095 1.036189e-06 3.075270e-06 -0.118577 8.442466e-04 3.277619e-02 4.447886e-01 0.000635 1.153141 1.437350e-06
2576 1.677083 8.37568049e-06 3.41982437e-05 0.244916 0.008894 1.015986e-06 3.023663e-06 -0.119196 8.465502e-04 3.245267e-02 4.456400e-01 0.000636 1.154083 1.431382e-06
2592 1.687500 8.25711132e-06 3.38402199e-05 0.244003 0.008686 9.962646e-07 2.973282e-06 -0.119816 8.488395e-04 3.213141e-02 4.464770e-01 0.000635 1.155022 1.425448e-06
2608 1.697917 8.14078258e-06 3.34883502e-05 0.243093 0.008473 9.770132e-07 2.924091e-06 -0.120437 8.511148e-04 3.181257e-02 4.472999e-01 0.000632 1.155958 1.419548e-06
2624 1.708333 8.02664648e-06 3.31424901e-05 0.242186 0.008254 9.582193e-07 2.876055e-06 -0.121059 8.533762e-04 3.149629e-02 4.481087e-01 0.000630 1.156892 1.413681e-06
2640 1.718750 7.91465636e-06 3.28024990e-05 0.241282 0.008030 9.398714e-07 2.829139e-06 -0.121682 8.556240e-04 3.118270e-02 4.489037e-01 0.000630 1.157824 1.407848e-06
2656 1.729167 7.80476660e-06 3.24682407e-05 0.240382 0.007800 9.219581e-07 2.783311e-06 -0.122305 8.578585e-04 3.087192e-02 4.496849e-01 0.000625 1.158754 1.402051e-06
2672 1.739583 7.69693261e-06 3.21395825e-05 0.239485 0.007566 9.044682e-07 2.738539e-06 -0.122928 8.600797e-04 3.056405e-02 4.504526e-01 0.000623 1.159682 1.396289e-06
2688 1.750000 7.59111080e-06 3.18163958e-05 0.238591 0.007326 8.873909e-07 2.694792e-06 -0.123551 8.622879e-04 3.025920e-02 4.512068e-01 0.000608 1.160610 1.390562e-06
2704 1.760417 7.48725853e-06 3.14985555e-05 0.237702 0.007082 8.707158e-07 2.652041e-06 -0.124173 8.644834e-04 2.995743e-02 4.519478e-01 0.000601 1.161536 1.384871e-06
2720 1.770833 7.38533409e-06 3.11859403e-05 0.236816 0.006834 8.544326e-07 2.610257e-06 -0.124793 8.666663e-04 2.965882e-02 4.526756e-01 0.000595 1.162461 1.379214e-06
2736 1.781250 7.28529664e-06 3.08784321e-05 0.235935 0.006581 8.385313e-07 2.569412e-06 -0.125413 8.688368e-04 2.936343e-02 4.533904e-01 0.000591 1.163385 1.373592e-06
2752 1.791667 7.18710624e-06 3.05759165e-05 0.235058 0.006325 8.230023e-07 2.529479e-06 -0.126030 8.709951e-04 2.907131e-02 4.540925e-01 0.000588 1.164309 1.368006e-06
2768 1.802083 7.09072377e-06 3.02782818e-05 0.234185 0.006064 8.078361e-07 2.490433e-06 -0.126645 8.731415e-04 2.878252e-02 4.547819e-01 0.000584 1.165232 1.362456e-06
2784 1.812500 6.99611094e-06 2.99854200e-05 0.233317 0.005800 7.930235e-07 2.452249e-06 -0.127258 8.752761e-04 2.849707e-02 4.554588e-01 0.000582 1.166154 1.356941e-06
2800 1.822917 6.90323027e-06 2.96972258e-05 0.232454 0.005532 7.785554e-07 2.414902e-06 -0.127868 8.773990e-04 2.821501e-02 4.561234e-01 0.000577 1.167075 1.351462e-06
2816 1.833333 6.81204504e-06 2.94135970e-05 0.231595 0.005261 7.644231e-07 2.378369e-06 -0.128476 8.795106e-04 2.793635e-02 4.567758e-01 0.000581 1.167996 1.346017e-06
2832 1.843750 6.72251931e-06 2.91344343e-05 0.230741 0.004987 7.506182e-07 2.342628e-06 -0.129079 8.816108e-04 2.766110e-02 4.574161e-01 0.000569 1.168916 1.340608e-06
2848 1.854167 6.63461786e-06 2.88596411e-05 0.229893 0.004710 7.371321e-07 2.307657e-06 -0.129680 8.837000e-04 2.741404e-02 4.580447e-01 0.000563 1.169837 1.335235e-06
2864 1.864583 6.54830622e-06 2.85891233e-05 0.229049 0.004430 7.239570e-07 2.273434e-06 -0.130276 8.857783e-04 2.721428e-02 4.586615e-01 0.000561 1.170757 1.329896e-06
2880 1.875000 6.46355060e-06 2.83227899e-05 0.228210 0.004147 7.110847e-07 2.239939e-06 -0.130868 8.878459e-04 2.701554e-02 4.592668e-01 0.000560 1.171676 1.324593e-06
2896 1.885417 6.38031794e-06 2.80605518e-05 0.227377 0.003862 6.985077e-07 2.207153e-06 -0.131456 8.899028e-04 2.681790e-02 4.598607e-01 0.000551 1.172597 1.319325e-06
2912 1.895833 6.29857584e-06 2.78023228e-05 0.226549 0.003575 6.862183e-07 2.175055e-06 -0.132039 8.919494e-04 2.662143e-02 4.604434e-01 0.000547 1.173517 1.314091e-06
2928 1.906250 6.21829258e-06 2.75480189e-05 0.225726 0.003285 6.742094e-07 2.143629e-06 -0.132617 8.939857e-04 2.642619e-02 4.610150e-01 0.000543 1.174437 1.308893e-06
2944 1.916667 6.13943707e-06 2.72975583e-05 0.224908 0.002993 6.624736e-07 2.112855e-06 -0.133190 8.960119e-04 2.623224e-02 4.615757e-01 0.000541 1.175356 1.303728e-06
2960 1.927083 6.06197889e-06 2.70508617e-05 0.224096 0.002700 6.510041e-07 2.082716e-06 -0.133758 8.980282e-04 2.603964e-02 4.621257e-01 0.000538 1.176276 1.298599e-06
2976 1.937500 5.98588825e-06 2.68078515e-05 0.223289 0.002404 6.397940e-07 2.053196e-06 -0.134320 9.000347e-04 2.584845e-02 4.626651e-01 0.000535 1.177196 1.293504e-06
2992 1.947917 5.91113595e-06 2.65684527e-05 0.222487 0.002107 6.288367e-07 2.024278e-06 -0.134876 9.020315e-04 2.565869e-02 4.631941e-01 0.000533 1.178115 1.288443e-06
3008 1.958333 5.83769344e-06 2.63325918e-05 0.221691 0.001808 6.181257e-07 1.995947e-06 -0.135426 9.040188e-04 2.547042e-02 4.637128e-01 0.000532 1.179035 1.283415e-06
3024 1.968750 5.76553273e-06 2.61001977e-05 0.220900 0.001508 6.076549e-07 1.968187e-06 -0.135970 9.059968e-04 2.528367e-02 4.642213e-01 0.000530 1.179954 1.278422e-06
3040 1.979167 5.69462645e-06 2.58712008e-05 0.220115 0.001207 5.974179e-07 1.940983e-06 -0.136507 9.079656e-04 2.509847e-02 4.647199e-01 0.000528 1.180874 1.273462e-06
3056 1.989583 5.62494777e-06 2.56455336e-05 0.219334 0.000904 5.874088e-07 1.914321e-06 -0.137038 9.099252e-04 2.491486e-02 4.652087e-01 0.000527 1.181794 1.268536e-06
3072 2.000000 5.55647047e-06 2.54231303e-05 0.218560 0.000601 5.776218e-07 1.888188e-06 -0.137561 9.118760e-04 2.473286e-02 4.656878e-01 0.000525 1.182715 1.263643e-06
