# step t/Te E_u E_b ratio H_c enstrophy j2 cosJB bmean bmax divb BnB Bshell dmass
2176 1.416667 7.93200929e-06 2.06095426e-05 0.384871 -0.065137 8.988807e-07 2.206078e-06 -0.093289 1.916008e-03 2.161103e-02 4.174200e-01 0.296601 0.001986 -6.934165e-08
2192 1.427083 7.78738958e-06 2.03275541e-05 0.383095 -0.065453 8.780819e-07 2.156253e-06 -0.095073 1.912890e-03 2.130408e-02 4.187746e-01 0.296864 0.001972 -6.638768e-08
2208 1.437500 7.64600861e-06 2.00518127e-05 0.381313 -0.065767 8.578529e-07 2.107903e-06 -0.096872 1.909751e-03 2.099667e-02 4.201163e-01 0.297127 0.001958 -6.350766e-08
2224 1.447917 7.50777813e-06 1.97821437e-05 0.379523 -0.066077 8.381759e-07 2.060981e-06 -0.098686 1.906590e-03 2.068903e-02 4.214447e-01 0.297384 0.001944 -6.070654e-08
2240 1.458333 7.37261311e-06 1.95183773e-05 0.377727 -0.066386 8.190337e-07 2.015439e-06 -0.100514 1.903410e-03 2.038139e-02 4.227594e-01 0.297644 0.001931 -5.798274e-08
2256 1.468750 7.24043155e-06 1.92603480e-05 0.375924 -0.066693 8.004098e-07 1.971231e-06 -0.102355 1.900211e-03 2.007401e-02 4.240601e-01 0.297905 0.001918 -5.532903e-08
2272 1.479167 7.11115436e-06 1.90078953e-05 0.374116 -0.066998 7.822882e-07 1.928312e-06 -0.104210 1.896993e-03 1.976713e-02 4.253463e-01 0.298163 0.001904 -5.273766e-08
2288 1.489583 6.98470521e-06 1.87608634e-05 0.372302 -0.067303 7.646537e-07 1.886641e-06 -0.106078 1.893758e-03 1.946100e-02 4.266179e-01 0.298420 0.001891 -5.020585e-08
2304 1.500000 6.86101042e-06 1.85191014e-05 0.370483 -0.067607 7.474913e-07 1.846175e-06 -0.107958 1.890506e-03 1.915587e-02 4.278745e-01 0.298666 0.001879 -4.773567e-08
2320 1.510417 6.73999875e-06 1.82824629e-05 0.368659 -0.067911 7.307869e-07 1.806874e-06 -0.109850 1.887238e-03 1.885200e-02 4.291159e-01 0.298911 0.001866 -4.532991e-08
2336 1.520833 6.62160137e-06 1.80508059e-05 0.366831 -0.068215 7.145268e-07 1.768700e-06 -0.111753 1.883955e-03 1.854961e-02 4.303418e-01 0.299157 0.001854 -4.298788e-08
2352 1.531250 6.50575170e-06 1.78239920e-05 0.365000 -0.068519 6.986975e-07 1.731615e-06 -0.113666 1.880657e-03 1.824896e-02 4.315520e-01 0.299405 0.001841 -4.070513e-08
2368 1.541667 6.39238533e-06 1.76018872e-05 0.363165 -0.068824 6.832864e-07 1.695583e-06 -0.115590 1.877346e-03 1.795026e-02 4.327465e-01 0.299650 0.001829 -3.847617e-08
2384 1.552083 6.28143993e-06 1.73843612e-05 0.361327 -0.069130 6.682809e-07 1.660568e-06 -0.117523 1.874021e-03 1.766763e-02 4.339249e-01 0.299893 0.001818 -3.629829e-08
2400 1.562500 6.17285511e-06 1.71712882e-05 0.359487 -0.069437 6.536693e-07 1.626538e-06 -0.119465 1.870685e-03 1.738874e-02 4.350872e-01 0.300139 0.001806 -3.417209e-08
2416 1.572917 6.06657240e-06 1.69625460e-05 0.357645 -0.069745 6.394398e-07 1.593458e-06 -0.121415 1.867336e-03 1.711197e-02 4.362333e-01 0.300388 0.001794 -3.209914e-08
2432 1.583333 5.96253510e-06 1.67580160e-05 0.355802 -0.070054 6.255813e-07 1.561299e-06 -0.123373 1.863978e-03 1.692267e-02 4.373631e-01 0.300635 0.001783 -3.007905e-08
2448 1.593750 5.86068825e-06 1.65575833e-05 0.353958 -0.070365 6.120830e-07 1.530028e-06 -0.125338 1.860609e-03 1.673862e-02 4.384766e-01 0.300884 0.001772 -2.810887e-08
2464 1.604167 5.76097855e-06 1.63611361e-05 0.352114 -0.070678 5.989345e-07 1.499617e-06 -0.127310 1.857230e-03 1.655781e-02 4.395737e-01 0.301131 0.001761 -2.618491e-08
2480 1.614583 5.66335427e-06 1.61685663e-05 0.350269 -0.070992 5.861256e-07 1.470038e-06 -0.129288 1.853844e-03 1.638014e-02 4.406544e-01 0.301379 0.001750 -2.430469e-08
2496 1.625000 5.56776522e-06 1.59797691e-05 0.348426 -0.071308 5.736466e-07 1.441261e-06 -0.131271 1.850449e-03 1.620553e-02 4.417187e-01 0.301626 0.001739 -2.246815e-08
2512 1.635417 5.47416265e-06 1.57946429e-05 0.346584 -0.071627 5.614879e-07 1.413262e-06 -0.133259 1.847046e-03 1.603827e-02 4.427667e-01 0.301871 0.001729 -2.067595e-08
2528 1.645833 5.38249923e-06 1.56130893e-05 0.344743 -0.071947 5.496404e-07 1.386015e-06 -0.135251 1.843637e-03 1.589822e-02 4.437985e-01 0.302116 0.001718 -1.892777e-08
2544 1.656250 5.29272897e-06 1.54350128e-05 0.342904 -0.072269 5.380952e-07 1.359493e-06 -0.137247 1.840223e-03 1.576008e-02 4.448140e-01 0.302362 0.001708 -1.722175e-08
2560 1.666667 5.20480717e-06 1.52603207e-05 0.341068 -0.072594 5.268437e-07 1.333675e-06 -0.139246 1.836802e-03 1.562379e-02 4.458134e-01 0.302608 0.001698 -1.555517e-08
2576 1.677083 5.11869038e-06 1.50889234e-05 0.339235 -0.072921 5.158775e-07 1.308537e-06 -0.141248 1.833377e-03 1.548929e-02 4.467968e-01 0.302849 0.001688 -1.392606e-08
2592 1.687500 5.03433638e-06 1.49207339e-05 0.337405 -0.073251 5.051886e-07 1.284055e-06 -0.143251 1.829948e-03 1.535653e-02 4.477643e-01 0.303085 0.001678 -1.233404e-08
2608 1.697917 4.95170407e-06 1.47556680e-05 0.335580 -0.073583 4.947691e-07 1.260210e-06 -0.145256 1.826515e-03 1.522546e-02 4.487161e-01 0.303315 0.001668 -1.077914e-08
2624 1.708333 4.87075349e-06 1.45936442e-05 0.333759 -0.073917 4.846115e-07 1.236980e-06 -0.147262 1.823080e-03 1.509603e-02 4.496522e-01 0.303544 0.001659 -9.261170e-09
2640 1.718750 4.79144576e-06 1.44345833e-05 0.331942 -0.074254 4.747084e-07 1.214346e-06 -0.149268 1.819642e-03 1.496819e-02 4.505730e-01 0.303772 0.001649 -7.778759e-09
2656 1.729167 4.71374302e-06 1.42784086e-05 0.330131 -0.074594 4.650526e-07 1.192288e-06 -0.151274 1.816202e-03 1.484189e-02 4.514784e-01 0.303996 0.001640 -6.329994e-09
2672 1.739583 4.63760843e-06 1.41250459e-05 0.328325 -0.074936 4.556373e-07 1.170787e-06 -0.153279 1.812761e-03 1.471711e-02 4.523688e-01 0.304208 0.001631 -4.913427e-09
2688 1.750000 4.56300613e-06 1.39744231e-05 0.326526 -0.075281 4.464557e-07 1.149825e-06 -0.155283 1.809320e-03 1.459378e-02 4.532443e-01 0.304408 0.001622 -3.528365e-09
2704 1.760417 4.48990119e-06 1.38264705e-05 0.324732 -0.075629 4.375014e-07 1.129386e-06 -0.157286 1.805878e-03 1.447188e-02 4.541052e-01 0.304603 0.001613 -2.174570e-09
2720 1.770833 4.41825957e-06 1.36811205e-05 0.322946 -0.075979 4.287680e-07 1.109453e-06 -0.159287 1.802436e-03 1.435136e-02 4.549516e-01 0.304791 0.001604 -8.518855e-10
2736 1.781250 4.34804813e-06 1.35383077e-05 0.321166 -0.076332 4.202493e-07 1.090009e-06 -0.161285 1.798996e-03 1.423220e-02 4.557837e-01 0.304955 0.001595 4.407360e-10
2752 1.791667 4.27923459e-06 1.33979686e-05 0.319394 -0.076688 4.119396e-07 1.071039e-06 -0.163280 1.795557e-03 1.411435e-02 4.566019e-01 0.305140 0.001587 1.704526e-09
2768 1.802083 4.21178746e-06 1.32600416e-05 0.317630 -0.077046 4.038330e-07 1.052529e-06 -0.165271 1.792119e-03 1.399779e-02 4.574063e-01 0.305327 0.001578 2.940861e-09
2784 1.812500 4.14567607e-06 1.31244670e-05 0.315874 -0.077408 3.959239e-07 1.034463e-06 -0.167259 1.788684e-03 1.388248e-02 4.581972e-01 0.305508 0.001570 4.150312e-09
2800 1.822917 4.08087053e-06 1.29911872e-05 0.314126 -0.077771 3.882068e-07 1.016829e-06 -0.169243 1.785252e-03 1.376840e-02 4.589747e-01 0.305688 0.001562 5.333169e-09
2816 1.833333 4.01734167e-06 1.28601461e-05 0.312387 -0.078138 3.806767e-07 9.996114e-07 -0.171222 1.781823e-03 1.365551e-02 4.597393e-01 0.305865 0.001553 6.489775e-09
2832 1.843750 3.95506108e-06 1.27312894e-05 0.310657 -0.078508 3.733282e-07 9.827990e-07 -0.173196 1.778398e-03 1.354379e-02 4.604910e-01 0.306039 0.001545 7.620863e-09
2848 1.854167 3.89400104e-06 1.26045646e-05 0.308936 -0.078880 3.661566e-07 9.663789e-07 -0.175165 1.774977e-03 1.343321e-02 4.612302e-01 0.306210 0.001537 8.727365e-09
2864 1.864583 3.83413449e-06 1.24799205e-05 0.307224 -0.079255 3.591569e-07 9.503390e-07 -0.177129 1.771561e-03 1.335049e-02 4.619571e-01 0.306385 0.001529 9.810266e-09
2880 1.875000 3.77543508e-06 1.23573077e-05 0.305522 -0.079633 3.523245e-07 9.346680e-07 -0.179086 1.768149e-03 1.328297e-02 4.626720e-01 0.306561 0.001522 1.087023e-08
2896 1.885417 3.71787708e-06 1.22366783e-05 0.303831 -0.080013 3.456549e-07 9.193546e-07 -0.181037 1.764743e-03 1.321502e-02 4.633751e-01 0.306718 0.001514 1.190754e-08
2912 1.895833 3.66143537e-06 1.21179858e-05 0.302149 -0.080397 3.391437e-07 9.043881e-07 -0.182982 1.761342e-03 1.314668e-02 4.640667e-01 0.306864 0.001506 1.292257e-08
2928 1.906250 3.60608547e-06 1.20011850e-05 0.300477 -0.080783 3.327866e-07 8.897583e-07 -0.184920 1.757947e-03 1.307803e-02 4.647470e-01 0.307026 0.001499 1.391585e-08
2944 1.916667 3.55180346e-06 1.18862322e-05 0.298817 -0.081171 3.265795e-07 8.754550e-07 -0.186851 1.754559e-03 1.301089e-02 4.654163e-01 0.307197 0.001491 1.488812e-08
2960 1.927083 3.49856602e-06 1.17730850e-05 0.297166 -0.081563 3.205182e-07 8.614688e-07 -0.188775 1.751178e-03 1.295092e-02 4.660748e-01 0.307357 0.001484 1.584016e-08
2976 1.937500 3.44635037e-06 1.16617021e-05 0.295527 -0.081957 3.145991e-07 8.477904e-07 -0.190691 1.747804e-03 1.289029e-02 4.667228e-01 0.307519 0.001477 1.677250e-08
2992 1.947917 3.39513428e-06 1.15520438e-05 0.293899 -0.082353 3.088181e-07 8.344108e-07 -0.192599 1.744437e-03 1.282906e-02 4.673605e-01 0.307689 0.001470 1.768547e-08
3008 1.958333 3.34489605e-06 1.14440711e-05 0.292282 -0.082753 3.031717e-07 8.213214e-07 -0.194499 1.741078e-03 1.276728e-02 4.679881e-01 0.307863 0.001462 1.857950e-08
3024 1.968750 3.29561449e-06 1.13377465e-05 0.290676 -0.083155 2.976563e-07 8.085139e-07 -0.196392 1.737726e-03 1.270503e-02 4.686059e-01 0.308039 0.001455 1.945490e-08
3040 1.979167 3.24726890e-06 1.12330336e-05 0.289082 -0.083559 2.922684e-07 7.959804e-07 -0.198276 1.734384e-03 1.264234e-02 4.692142e-01 0.308223 0.001448 2.031232e-08
3056 1.989583 3.19983909e-06 1.11298967e-05 0.287499 -0.083966 2.870046e-07 7.837130e-07 -0.200151 1.731049e-03 1.257928e-02 4.698131e-01 0.308415 0.001442 2.115234e-08
3072 2.000000 3.15330531e-06 1.10283016e-05 0.285928 -0.084376 2.818617e-07 7.717043e-07 -0.202018 1.727724e-03 1.251589e-02 4.704029e-01 0.308609 0.001435 2.197542e-08
