# Confined decaying MHD in a SPHERE, volume-penalised   CUDA twin
# precision FP32   D3Q27 fluid + D3Q7 magnetic   operator CM
# N 224   R 89.60 (rfac 0.40)   Re 500   Pm 1.00   u0 0.0500
# nu 1.792000e-02   eta 1.792000e-02   magnetic wall: INSULATING (B = 0)
# eps 2.00 / 2.00   smooth 1.00   IC kmax 6  k0 4.0  seed 99
# one turnover 2R/u0 = 3584 steps; running 7168 (2.0 turnovers)
#
# step   t/Te      E_u        E_b      E_u/E_b   H_c    enstr     <j^2>    cos(J,B)  |<b>|    max|b|   dv/cl    Bn/B   B_sh   dmass
3976  1.109  1.571e-05  3.766e-05    0.417 -0.0169 4.049e-07 9.897e-07  -0.0394 1.93e-03 3.26e-02 3.72e-01  0.3017  0.005 -9.75e-06
4004  1.117  1.546e-05  3.718e-05    0.416 -0.0172 3.966e-07 9.696e-07  -0.0400 1.93e-03 3.24e-02 3.73e-01  0.3021  0.005 -9.87e-06
4032  1.125  1.521e-05  3.670e-05    0.415 -0.0175 3.886e-07 9.500e-07  -0.0406 1.93e-03 3.22e-02 3.74e-01  0.3026  0.004 -1.00e-05
4060  1.133  1.497e-05  3.623e-05    0.413 -0.0178 3.808e-07 9.309e-07  -0.0412 1.93e-03 3.20e-02 3.75e-01  0.3030  0.004 -1.01e-05
4088  1.141  1.474e-05  3.578e-05    0.412 -0.0182 3.731e-07 9.122e-07  -0.0418 1.93e-03 3.17e-02 3.76e-01  0.3034  0.004 -1.02e-05
4116  1.148  1.451e-05  3.533e-05    0.411 -0.0185 3.656e-07 8.940e-07  -0.0425 1.93e-03 3.15e-02 3.77e-01  0.3038  0.004 -1.04e-05
4144  1.156  1.428e-05  3.488e-05    0.409 -0.0187 3.584e-07 8.762e-07  -0.0431 1.93e-03 3.12e-02 3.78e-01  0.3043  0.004 -1.05e-05
4172  1.164  1.406e-05  3.445e-05    0.408 -0.0190 3.512e-07 8.589e-07  -0.0437 1.93e-03 3.10e-02 3.80e-01  0.3047  0.004 -1.06e-05
4200  1.172  1.384e-05  3.402e-05    0.407 -0.0193 3.443e-07 8.420e-07  -0.0443 1.93e-03 3.07e-02 3.81e-01  0.3051  0.004 -1.08e-05
4228  1.180  1.363e-05  3.361e-05    0.406 -0.0195 3.375e-07 8.255e-07  -0.0450 1.93e-03 3.05e-02 3.82e-01  0.3055  0.004 -1.09e-05
4256  1.188  1.342e-05  3.319e-05    0.404 -0.0198 3.309e-07 8.093e-07  -0.0456 1.93e-03 3.02e-02 3.83e-01  0.3059  0.004 -1.10e-05
4284  1.195  1.322e-05  3.279e-05    0.403 -0.0200 3.245e-07 7.936e-07  -0.0463 1.93e-03 3.00e-02 3.84e-01  0.3063  0.004 -1.12e-05
4312  1.203  1.302e-05  3.239e-05    0.402 -0.0202 3.182e-07 7.783e-07  -0.0470 1.92e-03 2.97e-02 3.85e-01  0.3067  0.004 -1.13e-05
4340  1.211  1.282e-05  3.201e-05    0.401 -0.0204 3.120e-07 7.633e-07  -0.0476 1.92e-03 2.94e-02 3.86e-01  0.3071  0.004 -1.14e-05
4368  1.219  1.263e-05  3.162e-05    0.399 -0.0206 3.060e-07 7.486e-07  -0.0483 1.92e-03 2.91e-02 3.87e-01  0.3074  0.004 -1.15e-05
4396  1.227  1.244e-05  3.125e-05    0.398 -0.0208 3.001e-07 7.343e-07  -0.0490 1.92e-03 2.89e-02 3.88e-01  0.3078  0.004 -1.17e-05
4424  1.234  1.225e-05  3.088e-05    0.397 -0.0210 2.944e-07 7.204e-07  -0.0497 1.92e-03 2.86e-02 3.89e-01  0.3082  0.004 -1.18e-05
4452  1.242  1.207e-05  3.052e-05    0.396 -0.0212 2.888e-07 7.067e-07  -0.0504 1.92e-03 2.83e-02 3.90e-01  0.3086  0.004 -1.20e-05
4480  1.250  1.189e-05  3.016e-05    0.394 -0.0213 2.833e-07 6.934e-07  -0.0512 1.92e-03 2.80e-02 3.91e-01  0.3089  0.004 -1.21e-05
4508  1.258  1.172e-05  2.981e-05    0.393 -0.0215 2.779e-07 6.804e-07  -0.0519 1.92e-03 2.77e-02 3.92e-01  0.3093  0.004 -1.22e-05
4536  1.266  1.155e-05  2.947e-05    0.392 -0.0216 2.727e-07 6.677e-07  -0.0526 1.91e-03 2.74e-02 3.93e-01  0.3097  0.004 -1.24e-05
4564  1.273  1.138e-05  2.913e-05    0.391 -0.0218 2.676e-07 6.553e-07  -0.0534 1.91e-03 2.72e-02 3.94e-01  0.3101  0.004 -1.25e-05
4592  1.281  1.121e-05  2.880e-05    0.389 -0.0219 2.626e-07 6.432e-07  -0.0541 1.91e-03 2.69e-02 3.96e-01  0.3104  0.004 -1.26e-05
4620  1.289  1.105e-05  2.847e-05    0.388 -0.0221 2.577e-07 6.314e-07  -0.0549 1.91e-03 2.66e-02 3.97e-01  0.3108  0.004 -1.28e-05
4648  1.297  1.089e-05  2.815e-05    0.387 -0.0222 2.529e-07 6.198e-07  -0.0557 1.91e-03 2.63e-02 3.98e-01  0.3111  0.004 -1.29e-05
4676  1.305  1.074e-05  2.783e-05    0.386 -0.0224 2.482e-07 6.085e-07  -0.0565 1.91e-03 2.60e-02 3.99e-01  0.3115  0.004 -1.31e-05
4704  1.312  1.058e-05  2.752e-05    0.385 -0.0225 2.436e-07 5.974e-07  -0.0573 1.91e-03 2.57e-02 4.00e-01  0.3119  0.004 -1.32e-05
4732  1.320  1.043e-05  2.722e-05    0.383 -0.0226 2.392e-07 5.867e-07  -0.0581 1.90e-03 2.55e-02 4.01e-01  0.3122  0.004 -1.34e-05
4760  1.328  1.028e-05  2.692e-05    0.382 -0.0228 2.348e-07 5.761e-07  -0.0589 1.90e-03 2.52e-02 4.02e-01  0.3125  0.004 -1.35e-05
4788  1.336  1.014e-05  2.663e-05    0.381 -0.0229 2.305e-07 5.658e-07  -0.0597 1.90e-03 2.49e-02 4.03e-01  0.3129  0.004 -1.37e-05
4816  1.344  9.997e-06  2.634e-05    0.380 -0.0231 2.263e-07 5.557e-07  -0.0606 1.90e-03 2.47e-02 4.04e-01  0.3132  0.004 -1.38e-05
4844  1.352  9.857e-06  2.605e-05    0.378 -0.0232 2.222e-07 5.459e-07  -0.0614 1.90e-03 2.44e-02 4.05e-01  0.3135  0.004 -1.40e-05
4872  1.359  9.719e-06  2.577e-05    0.377 -0.0233 2.182e-07 5.363e-07  -0.0623 1.90e-03 2.41e-02 4.06e-01  0.3139  0.004 -1.41e-05
4900  1.367  9.584e-06  2.549e-05    0.376 -0.0234 2.143e-07 5.268e-07  -0.0632 1.89e-03 2.39e-02 4.07e-01  0.3142  0.004 -1.43e-05
4928  1.375  9.451e-06  2.522e-05    0.375 -0.0235 2.105e-07 5.176e-07  -0.0641 1.89e-03 2.36e-02 4.08e-01  0.3145  0.004 -1.44e-05
4956  1.383  9.320e-06  2.496e-05    0.373 -0.0237 2.067e-07 5.087e-07  -0.0650 1.89e-03 2.34e-02 4.09e-01  0.3148  0.004 -1.46e-05
4984  1.391  9.192e-06  2.469e-05    0.372 -0.0238 2.030e-07 4.999e-07  -0.0659 1.89e-03 2.31e-02 4.10e-01  0.3152  0.004 -1.47e-05
5012  1.398  9.066e-06  2.444e-05    0.371 -0.0239 1.994e-07 4.913e-07  -0.0668 1.89e-03 2.28e-02 4.11e-01  0.3155  0.004 -1.49e-05
5040  1.406  8.942e-06  2.418e-05    0.370 -0.0240 1.959e-07 4.829e-07  -0.0677 1.89e-03 2.26e-02 4.12e-01  0.3158  0.004 -1.50e-05
5068  1.414  8.821e-06  2.393e-05    0.369 -0.0241 1.925e-07 4.746e-07  -0.0686 1.88e-03 2.23e-02 4.13e-01  0.3161  0.004 -1.52e-05
5096  1.422  8.701e-06  2.369e-05    0.367 -0.0242 1.891e-07 4.666e-07  -0.0696 1.88e-03 2.21e-02 4.14e-01  0.3164  0.004 -1.53e-05
5124  1.430  8.584e-06  2.344e-05    0.366 -0.0243 1.858e-07 4.587e-07  -0.0705 1.88e-03 2.18e-02 4.15e-01  0.3167  0.004 -1.55e-05
5152  1.438  8.468e-06  2.320e-05    0.365 -0.0245 1.826e-07 4.510e-07  -0.0715 1.88e-03 2.16e-02 4.16e-01  0.3170  0.004 -1.56e-05
5180  1.445  8.355e-06  2.297e-05    0.364 -0.0246 1.794e-07 4.435e-07  -0.0725 1.88e-03 2.13e-02 4.17e-01  0.3173  0.004 -1.58e-05
5208  1.453  8.243e-06  2.274e-05    0.363 -0.0247 1.763e-07 4.362e-07  -0.0735 1.87e-03 2.11e-02 4.18e-01  0.3176  0.004 -1.59e-05
5236  1.461  8.133e-06  2.251e-05    0.361 -0.0248 1.733e-07 4.289e-07  -0.0744 1.87e-03 2.08e-02 4.19e-01  0.3179  0.004 -1.61e-05
5264  1.469  8.025e-06  2.229e-05    0.360 -0.0250 1.703e-07 4.219e-07  -0.0754 1.87e-03 2.05e-02 4.20e-01  0.3182  0.004 -1.63e-05
5292  1.477  7.919e-06  2.207e-05    0.359 -0.0251 1.674e-07 4.150e-07  -0.0765 1.87e-03 2.03e-02 4.21e-01  0.3184  0.004 -1.64e-05
5320  1.484  7.815e-06  2.185e-05    0.358 -0.0252 1.646e-07 4.083e-07  -0.0775 1.87e-03 2.01e-02 4.22e-01  0.3187  0.004 -1.66e-05
5348  1.492  7.713e-06  2.164e-05    0.356 -0.0253 1.618e-07 4.017e-07  -0.0785 1.87e-03 1.98e-02 4.23e-01  0.3190  0.004 -1.68e-05
5376  1.500  7.612e-06  2.143e-05    0.355 -0.0255 1.591e-07 3.952e-07  -0.0795 1.86e-03 1.96e-02 4.24e-01  0.3192  0.004 -1.69e-05
5404  1.508  7.513e-06  2.122e-05    0.354 -0.0256 1.564e-07 3.889e-07  -0.0806 1.86e-03 1.93e-02 4.25e-01  0.3195  0.003 -1.71e-05
5432  1.516  7.415e-06  2.101e-05    0.353 -0.0257 1.538e-07 3.827e-07  -0.0816 1.86e-03 1.91e-02 4.25e-01  0.3198  0.003 -1.72e-05
5460  1.523  7.319e-06  2.081e-05    0.352 -0.0259 1.512e-07 3.766e-07  -0.0827 1.86e-03 1.89e-02 4.26e-01  0.3200  0.003 -1.74e-05
5488  1.531  7.225e-06  2.061e-05    0.350 -0.0260 1.487e-07 3.707e-07  -0.0838 1.86e-03 1.87e-02 4.27e-01  0.3203  0.003 -1.76e-05
5516  1.539  7.132e-06  2.042e-05    0.349 -0.0261 1.462e-07 3.649e-07  -0.0848 1.85e-03 1.85e-02 4.28e-01  0.3206  0.003 -1.77e-05
5544  1.547  7.041e-06  2.023e-05    0.348 -0.0262 1.438e-07 3.592e-07  -0.0859 1.85e-03 1.84e-02 4.29e-01  0.3208  0.003 -1.79e-05
5572  1.555  6.951e-06  2.004e-05    0.347 -0.0264 1.414e-07 3.536e-07  -0.0870 1.85e-03 1.82e-02 4.30e-01  0.3211  0.003 -1.81e-05
5600  1.562  6.863e-06  1.985e-05    0.346 -0.0265 1.391e-07 3.481e-07  -0.0881 1.85e-03 1.81e-02 4.31e-01  0.3213  0.003 -1.82e-05
5628  1.570  6.776e-06  1.967e-05    0.345 -0.0266 1.369e-07 3.428e-07  -0.0892 1.85e-03 1.79e-02 4.32e-01  0.3215  0.003 -1.84e-05
5656  1.578  6.691e-06  1.948e-05    0.343 -0.0268 1.346e-07 3.376e-07  -0.0903 1.84e-03 1.78e-02 4.33e-01  0.3218  0.003 -1.86e-05
5684  1.586  6.607e-06  1.930e-05    0.342 -0.0269 1.325e-07 3.324e-07  -0.0914 1.84e-03 1.76e-02 4.34e-01  0.3220  0.003 -1.88e-05
5712  1.594  6.524e-06  1.913e-05    0.341 -0.0271 1.303e-07 3.274e-07  -0.0926 1.84e-03 1.75e-02 4.34e-01  0.3223  0.003 -1.89e-05
5740  1.602  6.443e-06  1.895e-05    0.340 -0.0272 1.282e-07 3.225e-07  -0.0937 1.84e-03 1.74e-02 4.35e-01  0.3225  0.003 -1.91e-05
5768  1.609  6.363e-06  1.878e-05    0.339 -0.0273 1.262e-07 3.176e-07  -0.0948 1.83e-03 1.72e-02 4.36e-01  0.3227  0.003 -1.93e-05
5796  1.617  6.284e-06  1.861e-05    0.338 -0.0275 1.242e-07 3.129e-07  -0.0959 1.83e-03 1.71e-02 4.37e-01  0.3230  0.003 -1.95e-05
5824  1.625  6.207e-06  1.845e-05    0.336 -0.0276 1.222e-07 3.083e-07  -0.0971 1.83e-03 1.69e-02 4.38e-01  0.3232  0.003 -1.96e-05
5852  1.633  6.130e-06  1.828e-05    0.335 -0.0278 1.203e-07 3.037e-07  -0.0982 1.83e-03 1.68e-02 4.39e-01  0.3234  0.003 -1.98e-05
5880  1.641  6.055e-06  1.812e-05    0.334 -0.0279 1.184e-07 2.993e-07  -0.0994 1.83e-03 1.67e-02 4.39e-01  0.3236  0.003 -2.00e-05
5908  1.648  5.981e-06  1.796e-05    0.333 -0.0281 1.165e-07 2.949e-07  -0.1006 1.82e-03 1.66e-02 4.40e-01  0.3238  0.003 -2.02e-05
5936  1.656  5.909e-06  1.780e-05    0.332 -0.0283 1.147e-07 2.906e-07  -0.1017 1.82e-03 1.64e-02 4.41e-01  0.3240  0.003 -2.03e-05
5964  1.664  5.837e-06  1.765e-05    0.331 -0.0284 1.129e-07 2.864e-07  -0.1029 1.82e-03 1.63e-02 4.42e-01  0.3242  0.003 -2.05e-05
5992  1.672  5.767e-06  1.749e-05    0.330 -0.0286 1.112e-07 2.823e-07  -0.1041 1.82e-03 1.62e-02 4.43e-01  0.3244  0.003 -2.07e-05
6020  1.680  5.698e-06  1.734e-05    0.329 -0.0287 1.094e-07 2.783e-07  -0.1052 1.82e-03 1.61e-02 4.43e-01  0.3246  0.003 -2.09e-05
6048  1.688  5.629e-06  1.719e-05    0.327 -0.0289 1.078e-07 2.743e-07  -0.1064 1.81e-03 1.60e-02 4.44e-01  0.3248  0.003 -2.11e-05
6076  1.695  5.562e-06  1.704e-05    0.326 -0.0290 1.061e-07 2.705e-07  -0.1076 1.81e-03 1.59e-02 4.45e-01  0.3250  0.003 -2.12e-05
6104  1.703  5.496e-06  1.690e-05    0.325 -0.0292 1.045e-07 2.666e-07  -0.1088 1.81e-03 1.57e-02 4.46e-01  0.3252  0.003 -2.14e-05
6132  1.711  5.431e-06  1.675e-05    0.324 -0.0294 1.029e-07 2.629e-07  -0.1100 1.81e-03 1.56e-02 4.46e-01  0.3254  0.003 -2.16e-05
6160  1.719  5.367e-06  1.661e-05    0.323 -0.0295 1.013e-07 2.592e-07  -0.1111 1.80e-03 1.55e-02 4.47e-01  0.3255  0.003 -2.18e-05
6188  1.727  5.304e-06  1.647e-05    0.322 -0.0297 9.981e-08 2.556e-07  -0.1123 1.80e-03 1.54e-02 4.48e-01  0.3257  0.003 -2.20e-05
6216  1.734  5.242e-06  1.633e-05    0.321 -0.0299 9.831e-08 2.521e-07  -0.1135 1.80e-03 1.53e-02 4.49e-01  0.3258  0.003 -2.22e-05
6244  1.742  5.181e-06  1.620e-05    0.320 -0.0300 9.684e-08 2.487e-07  -0.1147 1.80e-03 1.52e-02 4.49e-01  0.3260  0.003 -2.23e-05
6272  1.750  5.121e-06  1.606e-05    0.319 -0.0302 9.539e-08 2.453e-07  -0.1159 1.80e-03 1.51e-02 4.50e-01  0.3262  0.003 -2.25e-05
6300  1.758  5.061e-06  1.593e-05    0.318 -0.0304 9.398e-08 2.419e-07  -0.1171 1.79e-03 1.50e-02 4.51e-01  0.3263  0.003 -2.27e-05
6328  1.766  5.003e-06  1.580e-05    0.317 -0.0306 9.259e-08 2.386e-07  -0.1183 1.79e-03 1.48e-02 4.52e-01  0.3265  0.003 -2.29e-05
6356  1.773  4.945e-06  1.567e-05    0.316 -0.0307 9.122e-08 2.354e-07  -0.1195 1.79e-03 1.47e-02 4.52e-01  0.3266  0.003 -2.31e-05
6384  1.781  4.889e-06  1.554e-05    0.315 -0.0309 8.989e-08 2.323e-07  -0.1207 1.79e-03 1.46e-02 4.53e-01  0.3267  0.003 -2.33e-05
6412  1.789  4.833e-06  1.542e-05    0.314 -0.0311 8.857e-08 2.292e-07  -0.1219 1.78e-03 1.45e-02 4.54e-01  0.3269  0.003 -2.35e-05
6440  1.797  4.778e-06  1.529e-05    0.312 -0.0313 8.728e-08 2.261e-07  -0.1231 1.78e-03 1.44e-02 4.54e-01  0.3270  0.003 -2.37e-05
6468  1.805  4.724e-06  1.517e-05    0.311 -0.0315 8.602e-08 2.231e-07  -0.1243 1.78e-03 1.43e-02 4.55e-01  0.3271  0.003 -2.39e-05
6496  1.812  4.671e-06  1.505e-05    0.310 -0.0316 8.477e-08 2.202e-07  -0.1256 1.78e-03 1.43e-02 4.56e-01  0.3272  0.003 -2.40e-05
6524  1.820  4.618e-06  1.493e-05    0.309 -0.0318 8.355e-08 2.173e-07  -0.1268 1.78e-03 1.42e-02 4.56e-01  0.3274  0.003 -2.42e-05
6552  1.828  4.567e-06  1.481e-05    0.308 -0.0320 8.236e-08 2.145e-07  -0.1280 1.77e-03 1.41e-02 4.57e-01  0.3275  0.003 -2.44e-05
6580  1.836  4.516e-06  1.469e-05    0.307 -0.0322 8.118e-08 2.117e-07  -0.1292 1.77e-03 1.40e-02 4.58e-01  0.3276  0.003 -2.46e-05
6608  1.844  4.466e-06  1.457e-05    0.306 -0.0324 8.003e-08 2.090e-07  -0.1304 1.77e-03 1.39e-02 4.58e-01  0.3277  0.003 -2.48e-05
6636  1.852  4.416e-06  1.446e-05    0.305 -0.0326 7.889e-08 2.063e-07  -0.1316 1.77e-03 1.38e-02 4.59e-01  0.3278  0.003 -2.50e-05
6664  1.859  4.368e-06  1.435e-05    0.304 -0.0328 7.778e-08 2.036e-07  -0.1328 1.76e-03 1.37e-02 4.60e-01  0.3279  0.003 -2.52e-05
6692  1.867  4.320e-06  1.424e-05    0.303 -0.0330 7.669e-08 2.010e-07  -0.1340 1.76e-03 1.36e-02 4.60e-01  0.3280  0.003 -2.54e-05
6720  1.875  4.272e-06  1.412e-05    0.302 -0.0332 7.561e-08 1.985e-07  -0.1352 1.76e-03 1.35e-02 4.61e-01  0.3282  0.003 -2.56e-05
6748  1.883  4.226e-06  1.402e-05    0.302 -0.0334 7.456e-08 1.960e-07  -0.1364 1.76e-03 1.34e-02 4.61e-01  0.3283  0.003 -2.58e-05
6776  1.891  4.180e-06  1.391e-05    0.301 -0.0336 7.352e-08 1.935e-07  -0.1376 1.75e-03 1.33e-02 4.62e-01  0.3284  0.003 -2.60e-05
6804  1.898  4.135e-06  1.380e-05    0.300 -0.0338 7.251e-08 1.911e-07  -0.1388 1.75e-03 1.33e-02 4.63e-01  0.3285  0.003 -2.62e-05
6832  1.906  4.090e-06  1.370e-05    0.299 -0.0340 7.151e-08 1.887e-07  -0.1400 1.75e-03 1.32e-02 4.63e-01  0.3286  0.003 -2.64e-05
6860  1.914  4.046e-06  1.359e-05    0.298 -0.0342 7.053e-08 1.864e-07  -0.1412 1.75e-03 1.31e-02 4.64e-01  0.3287  0.003 -2.65e-05
6888  1.922  4.003e-06  1.349e-05    0.297 -0.0344 6.956e-08 1.841e-07  -0.1424 1.75e-03 1.30e-02 4.64e-01  0.3288  0.003 -2.67e-05
6916  1.930  3.960e-06  1.339e-05    0.296 -0.0346 6.861e-08 1.818e-07  -0.1436 1.74e-03 1.29e-02 4.65e-01  0.3289  0.003 -2.69e-05
6944  1.938  3.918e-06  1.329e-05    0.295 -0.0348 6.768e-08 1.796e-07  -0.1448 1.74e-03 1.29e-02 4.66e-01  0.3290  0.003 -2.71e-05
6972  1.945  3.877e-06  1.319e-05    0.294 -0.0350 6.677e-08 1.774e-07  -0.1460 1.74e-03 1.28e-02 4.66e-01  0.3291  0.003 -2.73e-05
7000  1.953  3.836e-06  1.309e-05    0.293 -0.0352 6.587e-08 1.752e-07  -0.1472 1.74e-03 1.27e-02 4.67e-01  0.3293  0.003 -2.75e-05
7028  1.961  3.795e-06  1.299e-05    0.292 -0.0354 6.499e-08 1.731e-07  -0.1484 1.73e-03 1.26e-02 4.67e-01  0.3294  0.003 -2.77e-05
7056  1.969  3.756e-06  1.290e-05    0.291 -0.0356 6.412e-08 1.710e-07  -0.1496 1.73e-03 1.26e-02 4.68e-01  0.3295  0.003 -2.79e-05
7084  1.977  3.716e-06  1.280e-05    0.290 -0.0359 6.326e-08 1.690e-07  -0.1508 1.73e-03 1.25e-02 4.69e-01  0.3296  0.003 -2.81e-05
7112  1.984  3.678e-06  1.271e-05    0.289 -0.0361 6.243e-08 1.669e-07  -0.1519 1.73e-03 1.24e-02 4.69e-01  0.3297  0.003 -2.83e-05
7140  1.992  3.640e-06  1.261e-05    0.289 -0.0363 6.160e-08 1.649e-07  -0.1531 1.72e-03 1.23e-02 4.70e-01  0.3299  0.003 -2.85e-05
7168  2.000  3.602e-06  1.252e-05    0.288 -0.0365 6.079e-08 1.630e-07  -0.1543 1.72e-03 1.23e-02 4.70e-01  0.3300  0.003 -2.87e-05
#
# wrote 129 frames to anim_frames/  (render with results/N_mhd_sphere/render_slices.py and render_volume.py)
