t_s,depth_m
1.193490728e-05,0.000000000e+00
1.155786847e-04,0.000000000e+00
2.056769941e-04,9.051724138e-06
2.572335592e-04,1.336206897e-05
2.916790795e-04,1.508620690e-05
3.174852908e-04,1.681034483e-05
3.474994414e-04,2.025862069e-05
4.078070306e-04,2.284482759e-05
4.292098011e-04,2.586206897e-05
4.404651076e-04,5.215517241e-05
4.656848142e-04,6.293103448e-05
4.691666046e-04,7.586206897e-05
5.245959634e-04,8.706896552e-05
5.541911819e-04,9.698275862e-05
5.838701869e-04,1.056034483e-04
6.221326432e-04,1.150862069e-04
