# apparent-cp D3Q7  P=100 W spot=50 um dx=2.5e-06 m steps=773
t_s,depth_m
7.201986984e-05,8.234610628e-05
7.299311133e-05,8.317172881e-05
7.396635281e-05,8.437991200e-05
7.493959430e-05,8.534680495e-05
7.591283578e-05,8.655482728e-05
7.688607727e-05,8.729690511e-05
7.785931875e-05,8.922896217e-05
7.883256023e-05,9.015392423e-05
7.980580172e-05,9.200598225e-05
8.077904320e-05,9.228375770e-05
8.175228469e-05,9.414232254e-05
8.272552617e-05,9.501385180e-05
8.369876766e-05,9.700796717e-05
8.467200914e-05,9.728471638e-05
8.564525063e-05,9.919020226e-05
8.661849211e-05,9.946738693e-05
8.759173359e-05,1.019331918e-04
8.856497508e-05,1.021540620e-04
8.953821656e-05,1.037233414e-04
9.051145805e-05,1.049307787e-04
9.148469953e-05,1.068437613e-04
9.245794102e-05,1.070646298e-04
9.343118250e-05,1.087903998e-04
9.440442398e-05,1.090683265e-04
9.537766547e-05,1.106765518e-04
9.635090695e-05,1.119982767e-04
9.732414844e-05,1.129713122e-04
9.829738992e-05,1.141783846e-04
9.927063141e-05,1.154831937e-04
1.002438729e-04,1.167939388e-04
1.012171144e-04,1.176924044e-04
1.021903559e-04,1.195301901e-04
1.031635973e-04,1.204472982e-04
1.041368388e-04,1.216494702e-04
1.051100803e-04,1.223291194e-04
1.060833218e-04,1.243954891e-04
1.070565633e-04,1.246732706e-04
1.080298048e-04,1.265236513e-04
1.090030463e-04,1.269167308e-04
1.099762877e-04,1.298710497e-04
1.109495292e-04,1.300924598e-04
1.119227707e-04,1.318360836e-04
1.128960122e-04,1.321157215e-04
1.138692537e-04,1.339932921e-04
1.148424952e-04,1.346672671e-04
1.158157366e-04,1.362811435e-04
1.167889781e-04,1.367805662e-04
1.177622196e-04,1.393600397e-04
1.187354611e-04,1.396006853e-04
1.197087026e-04,1.411395162e-04
1.206819441e-04,1.423418324e-04
1.216551855e-04,1.441100074e-04
1.226284270e-04,1.443882674e-04
1.236016685e-04,1.461567640e-04
1.245749100e-04,1.476215590e-04
1.255481515e-04,1.500000000e-04
1.265213930e-04,1.500000000e-04
1.274946345e-04,1.500000000e-04
1.284678759e-04,1.500000000e-04
1.294411174e-04,1.500000000e-04
1.304143589e-04,1.500000000e-04
1.313876004e-04,1.500000000e-04
1.323608419e-04,1.500000000e-04
1.333340834e-04,1.500000000e-04
1.343073248e-04,1.500000000e-04
1.352805663e-04,1.500000000e-04
1.362538078e-04,1.500000000e-04
1.372270493e-04,1.500000000e-04
1.382002908e-04,1.500000000e-04
1.391735323e-04,1.500000000e-04
1.401467738e-04,1.500000000e-04
1.411200152e-04,1.500000000e-04
1.420932567e-04,1.500000000e-04
1.430664982e-04,1.500000000e-04
1.440397397e-04,1.500000000e-04
1.450129812e-04,1.500000000e-04
1.459862227e-04,1.500000000e-04
1.469594641e-04,1.500000000e-04
1.479327056e-04,1.500000000e-04
1.489059471e-04,1.500000000e-04
1.498791886e-04,1.500000000e-04
