# apparent-cp D3Q7  P=208 W spot=95 um dx=5e-06 m steps=131
t_s,depth_m
6.018069045e-06,0.000000000e+00
1.203613809e-05,0.000000000e+00
1.805420713e-05,0.000000000e+00
2.407227618e-05,7.500000000e-06
3.009034522e-05,7.500000000e-06
3.610841427e-05,9.967681721e-06
4.212648331e-05,1.204767220e-05
4.814455236e-05,2.704767220e-05
5.416262140e-05,4.204767220e-05
6.018069045e-05,4.954767220e-05
6.619875949e-05,5.704767220e-05
7.221682854e-05,7.159618970e-05
7.823489758e-05,7.776841032e-05
8.425296663e-05,8.526841032e-05
9.027103567e-05,9.276841032e-05
9.628910472e-05,1.002684103e-04
1.023071738e-04,1.049921229e-04
1.083252428e-04,1.124921229e-04
1.143433119e-04,1.134983387e-04
1.203613809e-04,1.209983387e-04
1.263794499e-04,1.284983387e-04
1.323975190e-04,1.284983387e-04
1.384155880e-04,1.359983387e-04
1.444336571e-04,1.399693384e-04
1.504517261e-04,1.474693384e-04
1.564697952e-04,1.475277715e-04
1.624878642e-04,1.549693384e-04
1.685059333e-04,1.615164953e-04
1.745240023e-04,1.625277715e-04
1.805420713e-04,1.690164953e-04
1.865601404e-04,1.700277715e-04
1.925782094e-04,1.765164953e-04
