t_s,depth_m
0.000000000e+00,0.000000000e+00
1.465517241e-04,0.000000000e+00
2.025862069e-04,2.245475534e-06
3.060344828e-04,5.745885157e-06
3.663793103e-04,9.227675579e-06
4.655172414e-04,1.099836151e-05
5.646551724e-04,1.104118567e-05
6.293103448e-04,1.322894168e-05
6.465517241e-04,4.476986669e-05
6.637931034e-04,4.952893424e-05
6.939655172e-04,6.077306919e-05
7.370689655e-04,6.943099724e-05
8.017241379e-04,7.507447680e-05
8.879310345e-04,8.288709317e-05
9.525862069e-04,8.896253817e-05
1.030172414e-03,9.245177627e-05
1.064655172e-03,9.246667163e-05
1.116379310e-03,9.378491100e-05
1.163793103e-03,8.991770314e-05
1.202586207e-03,9.339018396e-05
1.267241379e-03,9.600990541e-05
1.314655172e-03,1.033737991e-04
1.375000000e-03,1.107432785e-04
1.443965517e-03,1.168205854e-04
1.478448276e-03,1.220190661e-04
1.525862069e-03,1.263592016e-04
1.547413793e-03,1.302562002e-04
1.603448276e-03,1.389197140e-04
1.633620690e-03,1.432524019e-04
1.693965517e-03,1.428465033e-04
1.767241379e-03,1.338068817e-04
1.849137931e-03,1.230431221e-04
1.883620690e-03,1.247858792e-04
1.896551724e-03,1.446618753e-04
1.969827586e-03,1.377820809e-04
2.000000000e-03,1.213804275e-04
